# weight minuslogpost logA ns wdm H0 ombh2 omch2 tau As omegam omegamh2 omega_de YHe Y_p DHBBN zrei sigma8 s8h5 s8omegamp5 s8omegamp25 A clamp age rdrag hrd S8 chi2__BAO chi2__SN minuslogprior minuslogprior__0 chi2 chi2__bao.desi_dr2 chi2__sn.desdovekie
7 8.23833780e+02 3.21743710e+00 1.18312320e+00 -9.69014920e-02 4.71257030e+01 1.59164630e-02 7.37303970e-02 7.25202590e-01 2.49640590e-09 4.06567140e-01 9.02917270e-02 5.93270190e-01 2.42017540e-01 2.43335120e-01 4.42294880e+00 10 4.39167610e-02 6.39736870e-02 2.80024760e-02 3.50681910e-02 2.49640590e+00 5.85345430e-01 1.98077650e+01 2.09317880e+02 9.86425225e+01 5.11252930e-02 1.32736720e+01 1.63309760e+03 6.48161230e-01 6.48161230e-01 1.64637120e+03 1.32736720e+01 1.63309760e+03
38 8.24576230e+02 3.21753080e+00 1.18315280e+00 -9.65328560e-02 4.79827280e+01 1.77719570e-02 7.63922090e-02 7.93818790e-01 2.49663980e-09 4.11793840e-01 9.48090330e-02 5.88049240e-01 2.43130620e-01 2.44452310e-01 3.72595620e+00 10 4.56707070e-02 6.59318510e-02 2.93074250e-02 3.65853900e-02 2.49663980e+00 5.10333000e-01 1.93521870e+01 2.04524090e+02 9.81362378e+01 5.35077920e-02 1.35956900e+01 1.63426050e+03 6.48161230e-01 6.48161230e-01 1.64785610e+03 1.35956900e+01 1.63426050e+03
14 8.25029440e+02 2.47784350e+00 1.07083450e+00 -1.00631740e-01 4.67312360e+01 1.59891020e-02 7.39039190e-02 7.63105640e-01 1.19155410e-09 4.14587140e-01 9.05378880e-02 5.85247430e-01 2.42064680e-01 2.43382440e-01 4.39185370e+00 10 2.91213730e-02 4.25998640e-02 1.87507980e-02 2.33676910e-02 1.19155410e+00 2.58993360e-01 1.99183740e+01 2.09698500e+02 9.79947009e+01 3.42341170e-02 1.46135340e+01 1.63414900e+03 6.48161230e-01 6.48161230e-01 1.64876260e+03 1.46135340e+01 1.63414900e+03
11 8.25296210e+02 2.09406160e+00 1.18976570e+00 -1.02047250e-01 4.61531900e+01 1.49709150e-02 7.17886050e-02 7.73132260e-01 8.11782000e-10 4.10326710e-01 8.74043860e-02 5.89503690e-01 2.41385400e-01 2.42700640e-01 4.86353530e+00 10 2.22569910e-02 3.27616360e-02 1.42571050e-02 1.78134850e-02 8.11782000e-01 1.72943910e-01 2.02634320e+01 2.12722390e+02 9.81781688e+01 2.60297930e-02 1.61645560e+01 1.63313160e+03 6.48161230e-01 6.48161230e-01 1.64929610e+03 1.61645560e+01 1.63313160e+03
19 8.25428460e+02 3.61557690e+00 1.03229480e+00 -1.02007100e-01 4.60787460e+01 1.48677020e-02 7.16583700e-02 7.66917270e-01 3.71727860e-09 4.10554130e-01 8.71709390e-02 5.89275720e-01 2.41312820e-01 2.42627790e-01 4.91649570e+00 10 4.95899500e-02 7.30538900e-02 3.17745110e-02 3.96950430e-02 3.71727860e+00 8.01842800e-01 2.02939770e+01 2.13001110e+02 9.81482405e+01 5.80120550e-02 1.63962920e+01 1.63316430e+03 6.48161230e-01 6.48161230e-01 1.64956060e+03 1.63962920e+01 1.63316430e+03
20 8.28550940e+02 3.79398760e+00 8.63167660e-01 -1.02662660e-01 4.72484000e+01 1.74502250e-02 7.44750400e-02 7.31106690e-01 4.44332310e-09 4.14664320e-01 9.25701310e-02 5.85173850e-01 2.42954310e-01 2.44275350e-01 3.83328270e+00 10 5.98158070e-02 8.70206690e-02 3.85180510e-02 4.79998780e-02 4.44332310e+00 1.02961930e+00 1.97018440e+01 2.06361800e+02 9.75026487e+01 7.03240180e-02 2.16988250e+01 1.63410670e+03 6.48161230e-01 6.48161230e-01 1.65580560e+03 2.16988250e+01 1.63410670e+03
9 8.28064590e+02 3.79751610e+00 8.64052770e-01 -9.84358380e-02 5.68742470e+01 3.22751830e-02 9.09697400e-02 5.24851560e-01 4.45902910e-09 3.83004780e-01 1.23889790e-01 6.16883530e-01 2.48789490e-01 2.50131770e-01 1.39485100e+00 10 7.64692820e-02 1.01397950e-01 4.73248350e-02 6.01572620e-02 4.45902910e+00 1.56084590e+00 1.65645260e+01 1.76678850e+02 1.00484766e+02 8.64029330e-02 2.37538260e+01 1.63107900e+03 6.48161230e-01 6.48161230e-01 1.65483280e+03 2.37538260e+01 1.63107900e+03
20 8.24673620e+02 2.71690970e+00 1.11623450e+00 -1.03349290e-01 6.06908250e+01 4.18368050e-02 1.03544700e-01 5.83814380e-01 1.51334830e-09 3.96447070e-01 1.46026370e-01 6.03454850e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.35026890e-02 5.58411790e-02 2.73910510e-02 3.45193330e-02 1.51334830e+00 4.70808370e-01 1.53739810e+01 1.63604370e+02 9.92928419e+01 5.00089890e-02 1.57639810e+01 1.63228690e+03 6.48161230e-01 6.48161230e-01 1.64805090e+03 1.57639810e+01 1.63228690e+03
59 8.23682320e+02 2.99679850e+00 9.41880260e-01 -1.05295480e-01 5.55113490e+01 3.18038560e-02 8.77194030e-02 4.85562210e-01 2.00213360e-09 3.89965080e-01 1.20168130e-01 6.09917680e-01 2.48661900e-01 2.50003720e-01 1.43179650e+00 10 4.66125660e-02 6.25622160e-02 2.91082350e-02 3.68348960e-02 2.00213360e+00 7.58121950e-01 1.69509070e+01 1.78385060e+02 9.90239532e+01 5.31441230e-02 1.47577240e+01 1.63131060e+03 6.48161230e-01 6.48161230e-01 1.64606830e+03 1.47577240e+01 1.63131060e+03
8 8.24073170e+02 3.05442310e+00 9.53583500e-01 -1.05745760e-01 6.51227440e+01 5.21876610e-02 1.16545790e-01 5.25368830e-01 2.12089470e-09 3.99385640e-01 1.69378320e-01 6.00529180e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.62902070e-02 6.97535800e-02 3.55737020e-02 4.47487550e-02 2.12089470e+00 7.41633860e-01 1.42835390e+01 1.51875550e+02 9.89055256e+01 6.49483970e-02 1.40691030e+01 1.63278090e+03 6.48161230e-01 6.48161230e-01 1.64685000e+03 1.40691030e+01 1.63278090e+03
49 8.22858240e+02 3.17343740e+00 9.32622680e-01 -1.21452780e-01 8.08750060e+01 9.15393810e-02 1.68031730e-01 3.96862340e-01 2.38894600e-09 3.97837130e-01 2.60215980e-01 6.02107640e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 6.54947530e-02 7.28281620e-02 4.13103780e-02 5.20155070e-02 2.38894600e+00 1.08017990e+00 1.15579320e+01 1.22179430e+02 9.88126213e+01 7.54220860e-02 1.23959350e+01 1.63202420e+03 6.48161230e-01 6.48161230e-01 1.64442020e+03 1.23959350e+01 1.63202420e+03
2 8.23698640e+02 1.86721510e+00 1.01653420e+00 -1.20274940e-01 7.83482880e+01 8.59651220e-02 1.60432860e-01 5.03669740e-01 6.47025250e-10 4.02451230e-01 2.47042840e-01 5.97489920e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.31818970e-02 3.74874980e-02 2.10502780e-02 2.64289270e-02 6.47025250e-01 2.36286690e-01 1.18887610e+01 1.25532790e+02 9.83527918e+01 3.84323740e-02 1.34172240e+01 1.63268370e+03 6.48161230e-01 6.48161230e-01 1.64610100e+03 1.34172240e+01 1.63268370e+03
5 8.25149120e+02 2.88877100e+00 1.05353460e+00 -1.20284370e-01 7.79623830e+01 8.55468630e-02 1.58115900e-01 4.99174930e-01 1.79712100e-09 4.01945180e-01 2.44307630e-01 5.97995380e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.51776470e-02 6.24914530e-02 3.49821570e-02 4.39344180e-02 1.79712100e+00 6.62215710e-01 1.19484600e+01 1.25827570e+02 9.80981720e+01 6.38683890e-02 1.63633290e+01 1.63263860e+03 6.48161230e-01 6.48161230e-01 1.64900190e+03 1.63633290e+01 1.63263860e+03
12 8.25014700e+02 3.04380410e+00 1.03502350e+00 -1.16118300e-01 8.15775990e+01 9.05457870e-02 1.68190460e-01 5.16119260e-01 2.09849200e-09 3.89759320e-01 2.59381110e-01 6.10186390e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 6.10979220e-02 6.76458230e-02 3.81438650e-02 4.82753650e-02 2.09849200e+00 7.47501070e-01 1.14975630e+01 1.22431580e+02 9.98767434e+01 6.96408510e-02 1.73136190e+01 1.63141950e+03 6.48161230e-01 6.48161230e-01 1.64873310e+03 1.73136190e+01 1.63141950e+03
27 8.23230080e+02 3.85974230e+00 1.06906460e+00 -1.18075290e-01 7.86923900e+01 8.62391810e-02 1.61860440e-01 6.06325470e-01 4.74531220e-09 4.01687200e-01 2.48744480e-01 5.98254460e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 8.98268950e-02 1.01260490e-01 5.69312060e-02 7.15119110e-02 4.74531220e+00 1.41129300e+00 1.18311500e+01 1.25210210e+02 9.85309068e+01 1.03941690e-01 1.24571190e+01 1.63270670e+03 6.48161230e-01 6.48161230e-01 1.64516380e+03 1.24571190e+01 1.63270670e+03
2 8.23755950e+02 2.05806590e+00 8.42045000e-01 -1.19708990e-01 7.95155530e+01 8.87638010e-02 1.63052520e-01 6.34251160e-01 7.83080980e-10 3.99291860e-01 2.52461190e-01 6.00651010e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.83071920e-02 4.29590110e-02 2.42061400e-02 3.04510960e-02 7.83080980e-01 2.20243510e-01 1.17320480e+01 1.23771750e+02 9.84177915e+01 4.41941640e-02 1.38995420e+01 1.63231600e+03 6.48161230e-01 6.48161230e-01 1.64621560e+03 1.38995420e+01 1.63231600e+03
31 8.22855930e+02 2.75323430e+00 9.21826890e-01 -1.18682790e-01 7.98841420e+01 8.88884810e-02 1.64267800e-01 6.37411300e-01 1.56933070e-09 3.97715430e-01 2.53801150e-01 6.02227960e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.33398400e-02 5.96789840e-02 3.36386010e-02 4.23589140e-02 1.56933070e+00 4.38597380e-01 1.16870140e+01 1.23618590e+02 9.87516500e+01 6.14154020e-02 1.22613690e+01 1.63215420e+03 6.48161230e-01 6.48161230e-01 1.64441550e+03 1.22613690e+01 1.63215420e+03
41 8.23262900e+02 2.64114920e+00 1.03848800e+00 -1.18227940e-01 7.91954600e+01 8.75430870e-02 1.61539110e-01 6.30486350e-01 1.40293170e-09 3.98166800e-01 2.49727070e-01 6.01775600e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.94463160e-02 5.55627580e-02 3.12008530e-02 3.92780760e-02 1.40293170e+00 3.97560340e-01 1.17812010e+01 1.24435870e+02 9.85475597e+01 5.69647030e-02 1.29839250e+01 1.63224560e+03 6.48161230e-01 6.48161230e-01 1.64522950e+03 1.29839250e+01 1.63224560e+03
4 8.22709020e+02 2.81506390e+00 1.14202670e+00 -1.19132140e-01 8.04881830e+01 9.01908960e-02 1.65744180e-01 6.29796120e-01 1.66942420e-09 3.96057700e-01 2.56579940e-01 6.03886540e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.34794730e-02 5.96102660e-02 3.36562980e-02 4.24254770e-02 1.66942420e+00 4.73732040e-01 1.16143530e+01 1.22859180e+02 9.88871216e+01 6.14477130e-02 1.21830370e+01 1.63193870e+03 6.48161230e-01 6.48161230e-01 1.64412170e+03 1.21830370e+01 1.63193870e+03
