# weight minuslogpost logA ns wdm H0 ombh2 omch2 tau A_planck calib_100T calib_217T A_cib_217 xi_sz_cib A_sz ksz_norm gal545_A_100 gal545_A_143 gal545_A_143_217 gal545_A_217 ps_A_100_100 ps_A_143_143 ps_A_143_217 ps_A_217_217 galf_TE_A_100 galf_TE_A_100_143 galf_TE_A_100_217 galf_TE_A_143 galf_TE_A_143_217 galf_TE_A_217 As omegam omegamh2 omega_de YHe Y_p DHBBN zrei sigma8 s8h5 s8omegamp5 s8omegamp25 A clamp age rdrag hrd S8 chi2__BAO chi2__CMB chi2__SN minuslogprior minuslogprior__0 minuslogprior__SZ chi2 chi2__planck_2018_lowl.TT chi2__planck_2018_lowl.EE chi2__planck_2018_highl_plik.TTTEEE chi2__planck_2018_lensing.clik chi2__bao.desi_dr2 chi2__sn.desdovekie
2 2.27514230e+03 3.03413010e+00 9.69533760e-01 4.54104270e-04 6.84496950e+01 2.23660170e-02 1.18912860e-01 5.06947380e-02 9.98626380e-01 1.00033020e+00 9.99074100e-01 5.87911440e+01 9.44792870e-01 5.18947070e+00 6.33351500e+00 9.60722940e+00 1.06071080e+01 1.18399940e+01 7.26631300e+01 2.62593460e+02 4.01540100e+01 5.45703660e+01 1.06643840e+02 2.60507310e-01 1.23540700e-01 7.23169480e-01 -2.46823320e-02 8.11396390e-01 2.32098530e+00 2.07828910e-09 3.02908890e-01 1.41923740e-01 6.97014010e-01 2.45393840e-01 2.46723810e-01 2.58632490e+00 7.30226390e+00 8.19142170e-01 9.90087380e-01 4.50832580e-01 6.07697270e-01 2.07828910e+00 1.87790260e+00 1.37244410e+01 1.47061040e+02 1.00662833e+02 8.23103910e-01 1.30330120e+01 2.82423640e+03 1.63470570e+03 3.91546860e+01 3.56712820e+01 3.48340410e+00 4.47197510e+03 2.26171860e+01 3.95692690e+02 2.39646930e+03 9.45718390e+00 1.30330120e+01 1.63470570e+03
3 2.27426700e+03 3.04163720e+00 9.71521230e-01 4.53325590e-04 6.88435960e+01 2.24781890e-02 1.18147680e-01 5.52011630e-02 9.98541300e-01 1.00028730e+00 9.98504720e-01 5.67378720e+01 8.23592170e-01 3.63166700e+00 5.95868740e+00 9.94678210e+00 9.81787700e+00 9.40048400e+00 7.08656990e+01 2.82520660e+02 4.30588820e+01 5.16407530e+01 1.09704340e+02 2.60729870e-01 1.18372880e-01 6.90771910e-01 -2.74492460e-02 7.58732440e-01 2.32099810e+00 2.09394980e-09 2.98074700e-01 1.41270740e-01 7.01849070e-01 2.45436540e-01 2.46766670e-01 2.56572630e+00 7.72772110e+00 8.19741510e-01 9.87973180e-01 4.47547860e-01 6.05700880e-01 2.09394980e+00 1.87507720e+00 1.37074480e+01 1.47141020e+02 1.01297169e+02 8.17106860e-01 1.06485210e+01 2.82934530e+03 1.63601810e+03 3.62610350e+01 3.39573740e+01 2.30366030e+00 4.47601200e+03 2.24262040e+01 3.96059540e+02 2.40147670e+03 9.38285170e+00 1.06485210e+01 1.63601810e+03
2 2.26872100e+03 3.03926340e+00 9.71147320e-01 5.01978370e-04 6.89952020e+01 2.25191810e-02 1.18303390e-01 5.36559680e-02 9.96981190e-01 1.00009340e+00 1.00001670e+00 4.59373000e+01 9.11232240e-01 9.06857710e+00 1.72989330e+00 5.79403680e+00 9.38625610e+00 1.96592070e+01 9.33171180e+01 2.40983910e+02 3.69312720e+01 5.29075270e+01 1.17087230e+02 1.75966240e-01 2.67186290e-02 5.69364480e-01 4.13589170e-02 7.69927670e-01 1.93953690e+00 2.08898500e-09 2.97179390e-01 1.41467430e-01 7.02744720e-01 2.45451170e-01 2.46781360e-01 2.55843650e+00 7.56631070e+00 8.20819750e-01 9.88185220e-01 4.47463010e-01 6.06041650e-01 2.08898500e+00 1.87642130e+00 1.36882750e+01 1.47018220e+02 1.01435518e+02 8.16951960e-01 1.04085310e+01 2.81695410e+03 1.63628060e+03 3.68993810e+01 3.23583610e+01 4.54101940e+00 4.46364330e+03 2.27233800e+01 3.95840290e+02 2.38912880e+03 9.26164460e+00 1.04085310e+01 1.63628060e+03
5 2.25735770e+03 3.04147040e+00 9.67675710e-01 5.01978370e-04 6.89952020e+01 2.25191810e-02 1.18303390e-01 5.36559680e-02 9.97708480e-01 9.99295300e-01 9.99704930e-01 5.25082540e+01 2.67756640e-01 6.01746710e+00 3.73738270e+00 3.88719130e+00 9.90091660e+00 1.67989380e+01 8.85418930e+01 2.56015170e+02 3.38090880e+01 3.35248060e+01 1.05049690e+02 1.34897600e-01 7.00900420e-02 3.91454960e-01 2.23464940e-01 6.87426900e-01 1.83063220e+00 2.09360060e-09 2.97179390e-01 1.41467430e-01 7.02744720e-01 2.45451170e-01 2.46781360e-01 2.55843650e+00 7.56631070e+00 8.20620970e-01 9.87945910e-01 4.47354650e-01 6.05894880e-01 2.09360060e+00 1.88056720e+00 1.36882750e+01 1.47018220e+02 1.01435518e+02 8.16754110e-01 1.04085310e+01 2.80900940e+03 1.63628060e+03 2.95084250e+01 2.66608310e+01 2.84759400e+00 4.45569850e+03 2.35083220e+01 3.95907530e+02 2.38056120e+03 9.03227840e+00 1.04085310e+01 1.63628060e+03
5 2.25107980e+03 3.06431530e+00 9.71076510e-01 5.26857100e-04 6.93147210e+01 2.26730030e-02 1.17102040e-01 6.66349130e-02 9.97481520e-01 9.99653510e-01 9.98386520e-01 3.72657210e+01 5.33801500e-01 8.39241070e+00 1.56404270e+00 6.42857850e+00 1.06192210e+01 2.12213910e+01 9.94846680e+01 2.55803390e+02 4.17337080e+01 4.71554460e+01 1.29988190e+02 1.83792460e-01 6.58028890e-02 4.27740970e-01 1.39019420e-01 5.67639860e-01 1.80049270e+00 2.14197920e-09 2.92265620e-01 1.40419910e-01 7.07659180e-01 2.45505630e-01 2.46836010e-01 2.53152890e+00 8.77676890e+00 8.26160560e-01 9.92319940e-01 4.46635590e-01 6.07447700e-01 2.14197920e+00 1.87472210e+00 1.36883640e+01 1.47151060e+02 1.01997347e+02 8.15441280e-01 1.06578410e+01 2.80063310e+03 1.63789330e+03 2.64876480e+01 2.27944880e+01 3.69315990e+00 4.44918430e+03 2.32477930e+01 3.99981550e+02 2.36869280e+03 8.71098630e+00 1.06578410e+01 1.63789330e+03
11 2.24976100e+03 3.06649840e+00 9.75072310e-01 5.26857100e-04 6.93147210e+01 2.26730030e-02 1.17102040e-01 6.66349130e-02 9.98785520e-01 9.99597880e-01 9.98354290e-01 3.91149620e+01 8.06073420e-01 7.19099990e+00 2.81480880e-01 6.44709530e+00 1.09037990e+01 2.15252400e+01 9.81421380e+01 2.67977480e+02 4.74571860e+01 5.29429430e+01 1.28252150e+02 1.54110250e-01 6.41013270e-02 4.17949910e-01 1.95286930e-01 6.31215550e-01 2.10904890e+00 2.14666030e-09 2.92265620e-01 1.40419910e-01 7.07659180e-01 2.45505630e-01 2.46836010e-01 2.53152890e+00 8.77676890e+00 8.28349330e-01 9.94948920e-01 4.47818870e-01 6.09057030e-01 2.14666030e+00 1.87881920e+00 1.36883640e+01 1.47151060e+02 1.01997347e+02 8.17601660e-01 1.06578410e+01 2.80482580e+03 1.63789330e+03 2.30725590e+01 2.07644120e+01 2.30814740e+00 4.45337700e+03 2.24067160e+01 3.99739560e+02 2.37378810e+03 8.89141670e+00 1.06578410e+01 1.63789330e+03
2 2.25043510e+03 3.06963270e+00 9.73342950e-01 5.26857100e-04 6.93147210e+01 2.26730030e-02 1.17102040e-01 6.66349130e-02 1.00007020e+00 9.99688390e-01 9.98535810e-01 4.52310490e+01 7.44642000e-01 5.37266210e+00 1.35372030e+00 6.43102180e+00 9.10120760e+00 1.94145260e+01 9.40562240e+01 2.82449790e+02 5.08620620e+01 4.68761450e+01 1.16555630e+02 1.78981370e-01 7.14092140e-02 4.37451880e-01 2.19373960e-01 6.80407190e-01 2.27126450e+00 2.15339910e-09 2.92265620e-01 1.40419910e-01 7.07659180e-01 2.45505630e-01 2.46836010e-01 2.53152890e+00 8.77676890e+00 8.29090230e-01 9.95838840e-01 4.48219420e-01 6.09601790e-01 2.15339910e+00 1.88471710e+00 1.36883640e+01 1.47151060e+02 1.01997347e+02 8.18332950e-01 1.06578410e+01 2.80614560e+03 1.63789330e+03 2.30867470e+01 2.10579470e+01 2.02879980e+00 4.45469680e+03 2.27823950e+01 3.99866800e+02 2.37458210e+03 8.91435280e+00 1.06578410e+01 1.63789330e+03
3 2.25270060e+03 3.06844670e+00 9.70262380e-01 5.26857100e-04 6.93147210e+01 2.26730030e-02 1.17102040e-01 6.66349130e-02 1.00294590e+00 9.98416510e-01 9.98947890e-01 4.54959600e+01 3.52815720e-01 3.44952450e+00 5.73820090e+00 8.88379700e+00 1.10712710e+01 2.10108370e+01 1.01071190e+02 2.82673660e+02 5.00027840e+01 3.01058570e+01 1.09293220e+02 2.02547770e-01 1.12098220e-01 5.23660370e-01 2.66821440e-01 7.19541760e-01 1.79006740e+00 2.15084680e-09 2.92265620e-01 1.40419910e-01 7.07659180e-01 2.45505630e-01 2.46836010e-01 2.53152890e+00 8.77676890e+00 8.27607120e-01 9.94057440e-01 4.47417620e-01 6.08511310e-01 2.15084680e+00 1.88248330e+00 1.36883640e+01 1.47151060e+02 1.01997347e+02 8.16869080e-01 1.06578410e+01 2.80315880e+03 1.63789330e+03 2.68455510e+01 2.46564110e+01 2.18913950e+00 4.45171000e+03 2.29251290e+01 3.99922830e+02 2.37156060e+03 8.75031900e+00 1.06578410e+01 1.63789330e+03
3 2.25445980e+03 3.06784700e+00 9.69775890e-01 5.19986670e-04 6.91326160e+01 2.26739260e-02 1.17315240e-01 6.60758860e-02 1.00244250e+00 9.99597710e-01 9.99395580e-01 4.66468930e+01 5.70038330e-01 3.87274220e+00 9.63770320e+00 1.27843950e+01 9.02832750e+00 1.92459120e+01 1.02410020e+02 2.52792650e+02 4.34457670e+01 3.04065740e+01 9.56664140e+01 1.90407290e-01 9.36573970e-02 3.80115420e-01 2.10948990e-01 5.92780110e-01 1.79546320e+00 2.14955740e-09 2.94255410e-01 1.40634030e-01 7.05669000e-01 2.45505970e-01 2.46836350e-01 2.53136690e+00 8.72716890e+00 8.27502950e-01 9.95240530e-01 4.48881570e-01 6.09467660e-01 2.14955740e+00 1.88345940e+00 1.36985840e+01 1.47097870e+02 1.01692606e+02 8.19541880e-01 1.04357930e+01 2.80161500e+03 1.63721040e+03 2.98291760e+01 2.55826970e+01 4.24647890e+00 4.44926130e+03 2.30596170e+01 3.99688120e+02 2.37018770e+03 8.67954310e+00 1.04357930e+01 1.63721040e+03
16 2.24807280e+03 3.06801510e+00 9.69831300e-01 5.19979540e-04 6.91305310e+01 2.26756340e-02 1.17292870e-01 6.61849600e-02 1.00077000e+00 9.99591760e-01 9.99372020e-01 4.44859060e+01 6.76687630e-01 6.24953670e+00 6.20868930e+00 1.13091920e+01 1.11243770e+01 1.79412210e+01 9.71523070e+01 2.32332850e+02 2.89382170e+01 3.69230200e+01 1.07108780e+02 1.95246530e-01 1.06534150e-01 3.21675250e-01 2.35890700e-01 6.27286030e-01 1.90263720e+00 2.14991870e-09 2.94229920e-01 1.40613370e-01 7.05694490e-01 2.45506600e-01 2.46836990e-01 2.53106680e+00 8.73655790e+00 8.27470410e-01 9.95216400e-01 4.48844480e-01 6.09430490e-01 2.14991870e+00 1.88336510e+00 1.36993280e+01 1.47101990e+02 1.01692387e+02 8.19474150e-01 1.04411570e+01 2.79166420e+03 1.63721900e+03 2.84106610e+01 2.38933010e+01 4.51736010e+00 4.43932430e+03 2.32969520e+01 3.99796270e+02 2.35984740e+03 8.72352530e+00 1.04411570e+01 1.63721900e+03
2 2.24620630e+03 3.06772870e+00 9.71702800e-01 5.19979540e-04 6.91305310e+01 2.26756340e-02 1.17292870e-01 6.61849600e-02 1.00078740e+00 9.99819110e-01 9.99257470e-01 4.59788640e+01 1.33643420e-01 6.90442440e+00 2.04380390e+00 1.06697710e+01 1.14700650e+01 2.16263090e+01 1.01929900e+02 2.42729080e+02 3.89278250e+01 3.15614940e+01 1.08501320e+02 1.28359330e-01 6.23259990e-02 3.29126310e-01 2.21559210e-01 6.67650780e-01 2.27190330e+00 2.14930290e-09 2.94229920e-01 1.40613370e-01 7.05694490e-01 2.45506600e-01 2.46836990e-01 2.53106680e+00 8.73655790e+00 8.27952330e-01 9.95796020e-01 4.49105890e-01 6.09785430e-01 2.14930290e+00 1.88282570e+00 1.36993280e+01 1.47101990e+02 1.01692387e+02 8.19951420e-01 1.04411570e+01 2.79319500e+03 1.63721900e+03 2.57787650e+01 2.30448560e+01 2.73390860e+00 4.44085510e+03 2.28770950e+01 3.99698190e+02 2.36183780e+03 8.78191820e+00 1.04411570e+01 1.63721900e+03
2 2.24231600e+03 3.06251850e+00 9.71710240e-01 5.19979540e-04 6.91305310e+01 2.26756340e-02 1.17292870e-01 6.61849600e-02 9.98893820e-01 1.00030530e+00 9.98530710e-01 4.44934980e+01 2.34878540e-01 8.83759460e+00 2.09373220e+00 8.27526180e+00 1.13462190e+01 1.84983930e+01 9.28804300e+01 2.34612000e+02 2.40529000e+01 3.69516240e+01 1.19604770e+02 1.29709780e-01 1.01864860e-01 4.70863960e-01 1.71656570e-01 5.12497460e-01 1.81473410e+00 2.13813390e-09 2.94229920e-01 1.40613370e-01 7.05694490e-01 2.45506600e-01 2.46836990e-01 2.53106680e+00 8.73655790e+00 8.25800650e-01 9.93208150e-01 4.47938750e-01 6.08200720e-01 2.13813390e+00 1.87304140e+00 1.36993280e+01 1.47101990e+02 1.01692387e+02 8.17820530e-01 1.04411570e+01 2.78726210e+03 1.63721900e+03 2.48549030e+01 2.03181750e+01 4.53672790e+00 4.43492220e+03 2.27749610e+01 3.99655000e+02 2.35609030e+03 8.74184490e+00 1.04411570e+01 1.63721900e+03
6 2.24750300e+03 3.06596280e+00 9.71980030e-01 5.38083370e-04 6.91178260e+01 2.26752910e-02 1.17212790e-01 6.80949950e-02 9.98840470e-01 9.99943490e-01 9.98410950e-01 5.60526640e+01 1.13682650e-01 6.98670840e+00 6.04114030e+00 1.02365410e+01 1.16723440e+01 1.50908940e+01 8.01560500e+01 2.28764280e+02 2.35323650e+01 2.43824640e+01 9.46527370e+01 1.45430770e-01 1.47060480e-01 5.07042640e-01 1.87646610e-01 6.37647020e-01 1.92357560e+00 2.14551080e-09 2.94169750e-01 1.40532950e-01 7.05754630e-01 2.45506470e-01 2.46836860e-01 2.53112710e+00 8.91455290e+00 8.27411600e-01 9.95237130e-01 4.48766690e-01 6.09356020e-01 2.14551080e+00 1.87233760e+00 1.37024190e+01 1.47110580e+02 1.01679635e+02 8.19332120e-01 1.04759640e+01 2.79810560e+03 1.63723660e+03 2.45939560e+01 1.92654910e+01 5.32846480e+00 4.44581810e+03 2.27758340e+01 4.00632420e+02 2.36596280e+03 8.73449880e+00 1.04759640e+01 1.63723660e+03
7 2.24694210e+03 3.07088520e+00 9.68250830e-01 5.38083370e-04 6.91178260e+01 2.26752910e-02 1.17212790e-01 6.80949950e-02 1.00077840e+00 9.99691600e-01 9.97895860e-01 4.38203470e+01 2.54448210e-01 5.50786700e+00 7.83107350e+00 7.01337700e+00 8.08866670e+00 9.41223350e+00 7.98257970e+01 2.18919810e+02 2.77973470e+01 3.23697200e+01 1.15915640e+02 9.88529010e-02 1.33603950e-01 5.29900300e-01 1.56174100e-01 6.15508060e-01 1.64405080e+00 2.15609800e-09 2.94169750e-01 1.40532950e-01 7.05754630e-01 2.45506470e-01 2.46836860e-01 2.53112710e+00 8.91455290e+00 8.28253070e-01 9.96249270e-01 4.49223080e-01 6.09975730e-01 2.15609800e+00 1.88157680e+00 1.37024190e+01 1.47110580e+02 1.01679635e+02 8.20165370e-01 1.04759640e+01 2.79327680e+03 1.63723660e+03 2.64474210e+01 2.15947650e+01 4.85265570e+00 4.44098940e+03 2.36613600e+01 4.00810720e+02 2.36012670e+03 8.67806700e+00 1.04759640e+01 1.63723660e+03
