# weight minuslogpost logA ns wdm H0 ombh2 omch2 tau A_planck calib_100T calib_217T A_cib_217 xi_sz_cib A_sz ksz_norm gal545_A_100 gal545_A_143 gal545_A_143_217 gal545_A_217 ps_A_100_100 ps_A_143_143 ps_A_143_217 ps_A_217_217 galf_TE_A_100 galf_TE_A_100_143 galf_TE_A_100_217 galf_TE_A_143 galf_TE_A_143_217 galf_TE_A_217 As omegam omegamh2 omega_de YHe Y_p DHBBN zrei sigma8 s8h5 s8omegamp5 s8omegamp25 A clamp age rdrag hrd S8 chi2__BAO chi2__CMB chi2__SN minuslogprior minuslogprior__0 minuslogprior__SZ chi2 chi2__planck_2018_lowl.TT chi2__planck_2018_lowl.EE chi2__planck_2018_highl_plik.TTTEEE chi2__planck_2018_lensing.clik chi2__bao.desi_dr2 chi2__sn.desdovekie
3 2.24201210e+03 3.03083300e+00 9.63836020e-01 1.03593500e-03 6.92050660e+01 2.24728030e-02 1.17955950e-01 4.48459140e-02 9.99989290e-01 1.00033940e+00 9.98770800e-01 4.24035760e+01 9.91616880e-01 6.57509260e+00 1.35601780e+00 8.77336920e+00 9.08233740e+00 1.71078040e+01 9.49573030e+01 2.42445270e+02 5.19142430e+01 6.43452630e+01 1.27885330e+02 3.62299670e-02 1.69474030e-01 4.67386620e-01 2.67580310e-01 7.23115730e-01 1.99996100e+00 2.07144800e-09 2.94557470e-01 1.41073620e-01 7.05367100e-01 2.45434580e-01 2.46764710e-01 2.56669290e+00 6.65506260e+00 8.29047570e-01 9.96576190e-01 4.49950220e-01 6.10761940e-01 2.07144800e+00 1.89374440e+00 1.36744510e+01 1.46769850e+02 1.01572172e+02 8.21492960e-01 1.05952050e+01 2.78768540e+03 1.63704080e+03 2.43513740e+01 2.20201480e+01 2.33122660e+00 4.43532140e+03 2.42960800e+01 3.96126100e+02 2.35817040e+03 9.09288730e+00 1.05952050e+01 1.63704080e+03
3 2.23985870e+03 3.04232790e+00 9.65470410e-01 7.71375150e-04 6.90332680e+01 2.25497300e-02 1.18140570e-01 5.16010920e-02 1.00028810e+00 9.99802680e-01 9.98031830e-01 4.34575810e+01 7.63769460e-01 7.44822790e+00 2.97805200e-01 8.72776610e+00 1.13816950e+01 2.08737970e+01 9.73964730e+01 2.52775320e+02 4.53039430e+01 5.60560690e+01 1.25164050e+02 5.44090150e-02 1.80154280e-01 5.32421910e-01 3.16519290e-01 7.44266180e-01 2.29854440e+00 2.09539660e-09 2.96574190e-01 1.41335160e-01 7.03350000e-01 2.45461890e-01 2.46792120e-01 2.55306310e+00 7.34964480e+00 8.26858960e-01 9.95181330e-01 4.50296030e-01 6.10189560e-01 2.09539660e+00 1.88993160e+00 1.36854410e+01 1.46829970e+02 1.01361527e+02 8.22124310e-01 1.08160010e+01 2.78345150e+03 1.63643240e+03 2.45087400e+01 2.20816850e+01 2.42705420e+00 4.43069980e+03 2.39202670e+01 3.95735100e+02 2.35484340e+03 8.95271490e+00 1.08160010e+01 1.63643240e+03
1 2.24045190e+03 3.03896540e+00 9.65824970e-01 5.99762630e-04 6.87647180e+01 2.23567360e-02 1.18042400e-01 5.08845420e-02 1.00059750e+00 9.99618980e-01 9.98134610e-01 4.70586230e+01 6.60028070e-01 5.59362040e+00 2.91159470e+00 8.90549930e+00 1.03674760e+01 1.91102750e+01 9.22505060e+01 2.55682520e+02 4.42296440e+01 4.76934910e+01 1.20629180e+02 5.89660320e-02 1.83086290e-01 4.29974880e-01 3.53482600e-01 6.80648950e-01 2.14235830e+00 2.08836260e-09 2.98279420e-01 1.41044000e-01 7.01644180e-01 2.45390150e-01 2.46720110e-01 2.58806660e+00 7.31244250e+00 8.20981340e-01 9.90034780e-01 4.48378660e-01 6.06721120e-01 2.08836260e+00 1.88628870e+00 1.37188530e+01 1.47196620e+02 1.01219341e+02 8.18623680e-01 1.09299780e+01 2.78432410e+03 1.63594010e+03 2.48547170e+01 2.25273800e+01 2.32733700e+00 4.43119430e+03 2.35561220e+01 3.95700220e+02 2.35599890e+03 9.06891580e+00 1.09299780e+01 1.63594010e+03
2 2.24077140e+03 3.04797660e+00 9.65720450e-01 8.65805330e-04 6.91539290e+01 2.24016540e-02 1.17476560e-01 5.46375920e-02 1.00137170e+00 9.99275750e-01 9.97282680e-01 3.94828670e+01 8.62547410e-01 4.58950270e+00 5.15949630e+00 7.97366580e+00 9.47351730e+00 1.89391870e+01 9.53799460e+01 2.56609630e+02 4.55211480e+01 4.74392600e+01 1.26937050e+02 1.04547310e-01 1.86890340e-01 4.31577780e-01 3.15808270e-01 6.24300610e-01 1.95596500e+00 2.10726620e-09 2.93842050e-01 1.40523080e-01 7.06082400e-01 2.45407810e-01 2.46737840e-01 2.57968320e+00 7.68229690e+00 8.30192820e-01 9.98321770e-01 4.50024280e-01 6.11233940e-01 2.10726620e+00 1.88912980e+00 1.36957660e+01 1.47102960e+02 1.01727477e+02 8.21628170e-01 1.04315270e+01 2.78427090e+03 1.63730150e+03 2.47694650e+01 2.22510140e+01 2.51845140e+00 4.43200390e+03 2.38317340e+01 3.96027370e+02 2.35546320e+03 8.94856390e+00 1.04315270e+01 1.63730150e+03
2 2.24105160e+03 3.04546050e+00 9.65113610e-01 8.60599500e-04 6.90390580e+01 2.24081330e-02 1.17696830e-01 5.32269350e-02 1.00120630e+00 1.00016080e+00 9.97084670e-01 4.74735280e+01 5.71793440e-01 4.34964370e+00 6.20482860e+00 9.98726880e+00 1.22407440e+01 1.82042670e+01 8.74082690e+01 2.79405430e+02 3.92500260e+01 3.59615990e+01 1.11686700e+02 1.36302350e-01 1.96159690e-01 4.95959450e-01 3.19746870e-01 7.43293950e-01 2.09335940e+00 2.10197080e-09 2.95296400e-01 1.40749830e-01 7.04627800e-01 2.45410310e-01 2.46740350e-01 2.57848430e+00 7.54060240e+00 8.29462650e-01 9.98273180e-01 4.50739810e-01 6.11450600e-01 2.10197080e+00 1.88970640e+00 1.36997470e+01 1.47040290e+02 1.01515231e+02 8.22934530e-01 1.05893480e+01 2.78413520e+03 1.63682370e+03 2.52774440e+01 2.25139610e+01 2.76348360e+00 4.43154830e+03 2.39247580e+01 3.95872380e+02 2.35538220e+03 8.95587910e+00 1.05893480e+01 1.63682370e+03
1 2.24118190e+03 3.04496010e+00 9.65177390e-01 8.58371150e-04 6.90448870e+01 2.24076380e-02 1.17663650e-01 5.29900560e-02 1.00085970e+00 1.00092550e+00 9.98039870e-01 5.46216440e+01 5.58591730e-01 2.30188700e+00 6.30520090e+00 9.41286060e+00 1.06500980e+01 1.35671080e+01 8.24897740e+01 3.18388310e+02 3.96817540e+01 3.11030380e+01 1.00900720e+02 1.22823180e-01 1.81251730e-01 4.33236810e-01 3.50196610e-01 6.90850580e-01 2.13350780e+00 2.10091930e-09 2.95175910e-01 1.40716150e-01 7.04748310e-01 2.45410120e-01 2.46740160e-01 2.57857580e+00 7.51592160e+00 8.29081950e-01 9.97772890e-01 4.50441000e-01 6.11107610e-01 2.10091930e+00 1.88965620e+00 1.37001750e+01 1.47051410e+02 1.01531480e+02 8.22388990e-01 1.05698850e+01 2.78714450e+03 1.63686280e+03 2.38932860e+01 2.18624930e+01 2.03079300e+00 4.43457720e+03 2.39591930e+01 3.95842020e+02 2.35840080e+03 8.94248510e+00 1.05698850e+01 1.63686280e+03
3 2.24144680e+03 3.04597230e+00 9.64956100e-01 8.66535800e-04 6.90117960e+01 2.23787980e-02 1.17691630e-01 5.35124260e-02 1.00095820e+00 1.00111210e+00 9.97595940e-01 4.15656590e+01 2.06704120e-01 5.79530410e+00 1.78305670e+00 1.05611930e+01 1.18202850e+01 1.98250430e+01 9.64534850e+01 2.95879770e+02 4.28198110e+01 3.91400200e+01 1.24506410e+02 1.60759760e-01 2.01983570e-01 4.17529560e-01 3.08918040e-01 7.00885290e-01 1.87198580e+00 2.10304680e-09 2.95457250e-01 1.40715300e-01 7.04466900e-01 2.45398880e-01 2.46728880e-01 2.58393410e+00 7.57612350e+00 8.29888930e-01 9.98983480e-01 4.51094250e-01 6.11848120e-01 2.10304680e+00 1.88959460e+00 1.37030070e+01 1.47069910e+02 1.01495586e+02 8.23581660e-01 1.06094860e+01 2.78596460e+03 1.63677130e+03 2.47741680e+01 2.26221890e+01 2.15197940e+00 4.43334530e+03 2.39991920e+01 3.95945040e+02 2.35705750e+03 8.96286300e+00 1.06094860e+01 1.63677130e+03
3 2.24120330e+03 3.04597650e+00 9.64838760e-01 8.82377350e-04 6.90189890e+01 2.23759980e-02 1.17701180e-01 5.34548340e-02 1.00034070e+00 1.00061590e+00 9.97253380e-01 4.41617850e+01 1.88076570e-01 5.90737020e+00 6.35285280e-01 1.03100830e+01 1.26695930e+01 1.94769020e+01 9.45533370e+01 2.90576550e+02 4.59160250e+01 4.10021780e+01 1.22066590e+02 1.85523390e-01 2.08027370e-01 4.85292170e-01 3.25256050e-01 7.05170340e-01 1.82917710e+00 2.10305570e-09 2.95409830e-01 1.40722040e-01 7.04514330e-01 2.45397780e-01 2.46727770e-01 2.58445710e+00 7.57125480e+00 8.30374610e-01 9.99516040e-01 4.51322030e-01 6.12181640e-01 2.10305570e+00 1.88982020e+00 1.37020110e+01 1.47058770e+02 1.01498476e+02 8.23997520e-01 1.06114450e+01 2.78318070e+03 1.63678440e+03 2.59150480e+01 2.38783500e+01 2.03669860e+00 4.43057660e+03 2.41351550e+01 3.95949660e+02 2.35410430e+03 8.99158300e+00 1.06114450e+01 1.63678440e+03
5 2.24321650e+03 3.04229790e+00 9.64367660e-01 8.82377350e-04 6.90189890e+01 2.23759980e-02 1.17701180e-01 5.34548340e-02 9.99079670e-01 1.00052890e+00 9.98411390e-01 4.08181360e+01 5.93235980e-02 6.20000910e+00 1.48187010e+00 7.64540970e+00 1.04706990e+01 2.27583580e+01 1.04205100e+02 3.08038790e+02 4.89887100e+01 4.15969030e+01 1.25665040e+02 1.53010810e-01 1.33992740e-01 5.49100620e-01 2.12714090e-01 5.65712920e-01 1.89166940e+00 2.09533370e-09 2.95409830e-01 1.40722040e-01 7.04514330e-01 2.45397780e-01 2.46727770e-01 2.58445710e+00 7.57125480e+00 8.28697360e-01 9.97497130e-01 4.50410410e-01 6.10945100e-01 2.09533370e+00 1.88288120e+00 1.37020110e+01 1.47058770e+02 1.01498476e+02 8.22333150e-01 1.06114450e+01 2.79555480e+03 1.63678440e+03 2.17411920e+01 1.95226870e+01 2.21850450e+00 4.44295060e+03 2.41535200e+01 3.95945790e+02 2.36649540e+03 8.96003940e+00 1.06114450e+01 1.63678440e+03
2 2.24050790e+03 3.03142200e+00 9.63654520e-01 7.38136860e-04 6.86792700e+01 2.23910170e-02 1.18279030e-01 4.81022730e-02 9.98671820e-01 9.99848570e-01 9.98399030e-01 4.37002590e+01 3.84542810e-01 4.31864990e+00 3.65160060e+00 9.37364550e+00 8.01549760e+00 1.73166640e+01 9.64577810e+01 2.73950490e+02 4.41154550e+01 4.13904370e+01 1.19798680e+02 1.65583460e-01 1.20726860e-01 6.13080460e-01 1.71743950e-01 6.98021480e-01 2.20541510e+00 2.07266860e-09 2.99596450e-01 1.41314910e-01 7.00326960e-01 2.45403670e-01 2.46733690e-01 2.58165740e+00 7.01851070e+00 8.21596240e-01 9.91392450e-01 4.49704020e-01 6.07844660e-01 2.07266860e+00 1.88255970e+00 1.37174460e+01 1.46993380e+02 1.00953980e+02 8.21043460e-01 1.21934020e+01 2.78717280e+03 1.63554740e+03 2.30511220e+01 2.09709790e+01 2.08014280e+00 4.43491360e+03 2.40568560e+01 3.95728740e+02 2.35835280e+03 9.03440990e+00 1.21934020e+01 1.63554740e+03
1 2.24258460e+03 3.03934040e+00 9.59709350e-01 7.38136860e-04 6.86792700e+01 2.23910170e-02 1.18279030e-01 4.81022730e-02 1.00194220e+00 1.00028210e+00 9.98858310e-01 4.64127430e+01 3.21856090e-01 4.60508050e+00 5.42096840e+00 9.48211600e+00 1.13812120e+01 1.70301740e+01 9.38833210e+01 2.50399760e+02 3.39336950e+01 3.53082050e+01 1.14814760e+02 1.80005300e-01 1.32008820e-01 6.24101500e-01 1.77210580e-01 7.19651670e-01 2.32752200e+00 2.08914590e-09 2.99596450e-01 1.41314910e-01 7.00326960e-01 2.45403670e-01 2.46733690e-01 2.58165740e+00 7.01851070e+00 8.23602990e-01 9.93813940e-01 4.50802430e-01 6.09329330e-01 2.08914590e+00 1.89752570e+00 1.37174460e+01 1.46993380e+02 1.00953980e+02 8.23048860e-01 1.21934020e+01 2.78899750e+03 1.63554740e+03 2.42154950e+01 2.15969360e+01 2.61855970e+00 4.43673820e+03 2.51782180e+01 3.95703250e+02 2.35934570e+03 8.77032630e+00 1.21934020e+01 1.63554740e+03
7 2.24250160e+03 3.03650250e+00 9.58600630e-01 8.23454590e-04 6.86173890e+01 2.22707960e-02 1.18321120e-01 4.64858200e-02 1.00190190e+00 1.00004280e+00 9.99102370e-01 4.87462140e+01 4.49384770e-01 4.68952940e+00 3.76539440e+00 8.53862280e+00 8.26696730e+00 1.46102380e+01 9.08088480e+01 2.55745280e+02 4.85736230e+01 4.70469270e+01 1.20912280e+02 1.35617030e-01 1.17109700e-01 5.76303600e-01 2.00794160e-01 6.85777880e-01 1.86284680e+00 2.08322550e-09 2.99971110e-01 1.41236780e-01 6.99952160e-01 2.45355300e-01 2.46685140e-01 2.60436540e+00 6.87247340e+00 8.25253420e-01 9.96254360e-01 4.51988150e-01 6.10741160e-01 2.08322550e+00 1.89827540e+00 1.37240320e+01 1.47052590e+02 1.00903648e+02 8.25213680e-01 1.24043390e+01 2.79068000e+03 1.63543370e+03 2.32426080e+01 2.10512740e+01 2.19133370e+00 4.43851800e+03 2.54093180e+01 3.95842370e+02 2.36057160e+03 8.85666010e+00 1.24043390e+01 1.63543370e+03
1 2.24407690e+03 3.03680180e+00 9.58798680e-01 8.23454590e-04 6.86173890e+01 2.22707960e-02 1.18321120e-01 4.64858200e-02 1.00178100e+00 9.99972640e-01 9.98529050e-01 4.84362210e+01 3.32795770e-01 5.45263650e+00 4.30353980e+00 9.80356220e+00 9.88905190e+00 1.34867640e+01 8.69764930e+01 2.60984580e+02 4.34298560e+01 4.47213950e+01 1.23040470e+02 1.71730570e-01 1.02137180e-01 5.95276270e-01 1.55848090e-01 7.13259080e-01 2.16675550e+00 2.08384900e-09 2.99971110e-01 1.41236780e-01 6.99952160e-01 2.45355300e-01 2.46685140e-01 2.60436540e+00 6.87247340e+00 8.25439780e-01 9.96479340e-01 4.52090220e-01 6.10879080e-01 2.08384900e+00 1.89884350e+00 1.37240320e+01 1.47052590e+02 1.00903648e+02 8.25400040e-01 1.24043390e+01 2.79265990e+03 1.63543370e+03 2.38279370e+01 2.11189930e+01 2.70894410e+00 4.44049800e+03 2.54055160e+01 3.95842370e+02 2.36253850e+03 8.87354040e+00 1.24043390e+01 1.63543370e+03
1 2.24347330e+03 3.03693100e+00 9.60940540e-01 6.21120480e-04 6.86986350e+01 2.23831550e-02 1.18231600e-01 4.72616970e-02 1.00190760e+00 9.99484300e-01 9.98902020e-01 5.65399050e+01 6.31164710e-01 3.28857640e+00 7.04836060e+00 6.56624610e+00 9.81601810e+00 1.18761150e+01 7.70962950e+01 2.62967640e+02 4.43103210e+01 4.11484690e+01 1.07828000e+02 1.75509180e-01 1.12427060e-01 5.29570860e-01 1.95742370e-01 6.73160690e-01 2.12774140e+00 2.08411840e-09 2.99310400e-01 1.41259620e-01 7.00613050e-01 2.45400600e-01 2.46730600e-01 2.58312120e+00 6.92929890e+00 8.19684810e-01 9.88946580e-01 4.48443560e-01 6.06285720e-01 2.08411840e+00 1.89614430e+00 1.37185780e+01 1.47100810e+02 1.01056249e+02 8.18742180e-01 1.15224460e+01 2.79117770e+03 1.63564120e+03 2.43026620e+01 2.18464130e+01 2.45624890e+00 4.43834130e+03 2.47821480e+01 3.95802860e+02 2.36179720e+03 8.79545830e+00 1.15224460e+01 1.63564120e+03
5 2.24306310e+03 3.03654560e+00 9.60920950e-01 6.26305350e-04 6.87051850e+01 2.23822650e-02 1.18224640e-01 4.70522590e-02 1.00190790e+00 1.00052490e+00 9.99039720e-01 4.48868670e+01 3.40426720e-01 6.13841970e+00 3.75121160e+00 6.60094620e+00 8.78419860e+00 1.89849990e+01 9.46946120e+01 2.47967000e+02 4.64869300e+01 3.80233130e+01 1.20087000e+02 1.65752890e-01 1.40330070e-01 4.36588140e-01 2.13638270e-01 7.46565250e-01 2.05466590e+00 2.08331530e-09 2.99236710e-01 1.41251770e-01 7.00686750e-01 2.45400250e-01 2.46730250e-01 2.58328720e+00 6.90718240e+00 8.19655090e-01 9.88863570e-01 4.48372090e-01 6.06226420e-01 2.08331530e+00 1.89620780e+00 1.37181550e+01 1.47099840e+02 1.01065217e+02 8.18611700e-01 1.14917720e+01 2.79198040e+03 1.63566140e+03 2.34963450e+01 2.05573090e+01 2.93903680e+00 4.43913350e+03 2.47837410e+01 3.95786240e+02 2.36260770e+03 8.80265790e+00 1.14917720e+01 1.63566140e+03
18 2.24448400e+03 3.03833590e+00 9.60051800e-01 7.54614210e-04 6.87815090e+01 2.23652170e-02 1.18410830e-01 4.73640660e-02 1.00169580e+00 9.99842220e-01 9.98354980e-01 4.50318760e+01 5.49083530e-01 8.49899700e+00 1.80522010e-01 5.71955370e+00 1.14873690e+01 2.01820070e+01 9.39367260e+01 2.27822390e+02 4.97634750e+01 5.26639400e+01 1.26240910e+02 1.68618510e-01 1.57286550e-01 4.56948130e-01 2.04447500e-01 7.74308860e-01 2.02677690e+00 2.08704840e-09 2.98930500e-01 1.41420910e-01 7.00993130e-01 2.45393520e-01 2.46723500e-01 2.58647480e+00 6.94856670e+00 8.24789680e-01 9.94505910e-01 4.50949940e-01 6.09867900e-01 2.08704840e+00 1.89842140e+00 1.37053890e+01 1.46974380e+02 1.01091196e+02 8.23318180e-01 1.14259590e+01 2.79548830e+03 1.63573350e+03 2.31601230e+01 2.01253980e+01 3.03472480e+00 4.44264770e+03 2.51505800e+01 3.95744840e+02 2.36572670e+03 8.86613870e+00 1.14259590e+01 1.63573350e+03
1 2.24674640e+03 3.02455480e+00 9.59775330e-01 9.44940560e-04 6.91429380e+01 2.24917530e-02 1.18162870e-01 3.94750760e-02 1.00317860e+00 9.99662920e-01 9.98312470e-01 4.87472990e+01 4.75373140e-01 7.88947820e+00 1.94650970e+00 7.89887110e+00 1.25124100e+01 2.05080240e+01 9.43061380e+01 2.40830240e+02 5.11273360e+01 4.88309980e+01 1.16462770e+02 1.94722320e-01 1.78731410e-01 4.56613540e-01 2.28824210e-01 7.80239490e-01 2.10076730e+00 2.05848390e-09 2.95559500e-01 1.41299490e-01 7.04364930e-01 2.45441430e-01 2.46771580e-01 2.56330200e+00 6.06270140e+00 8.23280690e-01 9.90088500e-01 4.47579710e-01 6.07028610e-01 2.05848390e+00 1.90221610e+00 1.36748240e+01 1.46760390e+02 1.01474445e+02 8.17165020e-01 1.06456260e+01 2.79573870e+03 1.63672860e+03 2.51898820e+01 2.17444640e+01 3.44541760e+00 4.44311290e+03 2.49374550e+01 3.97479580e+02 2.36407260e+03 9.24908390e+00 1.06456260e+01 1.63672860e+03
1 2.24410110e+03 3.03225080e+00 9.60182090e-01 1.02873920e-03 6.92740230e+01 2.25177480e-02 1.17787930e-01 4.33920990e-02 1.00259920e+00 9.99585790e-01 9.98984590e-01 5.84504330e+01 5.55244190e-01 6.11314050e+00 4.54469610e+00 8.31385210e+00 1.18340630e+01 1.84437490e+01 8.80147970e+01 2.51207730e+02 4.51936630e+01 4.06110560e+01 9.41341550e+01 1.86240540e-01 1.52024430e-01 4.80536990e-01 1.96922460e-01 7.42820750e-01 2.30610490e+00 2.07438700e-09 2.93714880e-01 1.40950550e-01 7.06209840e-01 2.45450670e-01 2.46780850e-01 2.55868950e+00 6.48662140e+00 8.27378510e-01 9.94074730e-01 4.48401660e-01 6.09095970e-01 2.07438700e+00 1.90195350e+00 1.36718360e+01 1.46770670e+02 1.01673948e+02 8.18665680e-01 1.05399980e+01 2.79140970e+03 1.63732220e+03 2.44651420e+01 2.11538360e+01 3.31130540e+00 4.43927190e+03 2.51385620e+01 3.96420860e+02 2.36094440e+03 8.90592490e+00 1.05399980e+01 1.63732220e+03
2 2.24101520e+03 3.03184760e+00 9.59951330e-01 1.02873920e-03 6.92740230e+01 2.25177480e-02 1.17787930e-01 4.33920990e-02 1.00249640e+00 1.00029060e+00 9.98464900e-01 5.80024030e+01 3.12880870e-01 5.16722990e+00 4.63584510e+00 9.10935430e+00 1.15818960e+01 1.63155690e+01 8.53806640e+01 2.78404280e+02 4.21553490e+01 3.66709800e+01 9.99122000e+01 1.69492950e-01 1.66496350e-01 4.34884880e-01 2.61418380e-01 6.42182440e-01 1.90795390e+00 2.07355090e-09 2.93714880e-01 1.40950550e-01 7.06209840e-01 2.45450670e-01 2.46780850e-01 2.55868950e+00 6.48662140e+00 8.27137550e-01 9.93785210e-01 4.48271060e-01 6.08918570e-01 2.07355090e+00 1.90118690e+00 1.36718360e+01 1.46770670e+02 1.01673948e+02 8.18427250e-01 1.05399980e+01 2.78890330e+03 1.63732220e+03 2.26324840e+01 1.99714210e+01 2.66106300e+00 4.43676550e+03 2.51822470e+01 3.96378040e+02 2.35842960e+03 8.91349160e+00 1.05399980e+01 1.63732220e+03
1 2.24415030e+03 3.03381870e+00 9.60005970e-01 1.21516430e-03 6.95646630e+01 2.24685280e-02 1.17382350e-01 4.41610480e-02 1.00246130e+00 1.00051730e+00 9.98755310e-01 5.88373770e+01 2.42265200e-01 6.74297840e+00 2.57152670e+00 8.26806500e+00 1.19074260e+01 1.75762240e+01 8.58110810e+01 2.65715610e+02 4.37108530e+01 3.90248700e+01 1.03627030e+02 1.74306550e-01 1.73398840e-01 4.16101450e-01 2.66057330e-01 5.44697160e-01 2.06316750e+00 2.07764200e-09 2.90325910e-01 1.40495740e-01 7.09599430e-01 2.45433020e-01 2.46763140e-01 2.56746180e+00 6.57683280e+00 8.32399910e-01 9.98016410e-01 4.48512880e-01 6.11017250e-01 2.07764200e+00 1.90201050e+00 1.36566470e+01 1.46797000e+02 1.02118838e+02 8.18868750e-01 1.08638030e+01 2.78917970e+03 1.63849520e+03 2.48809870e+01 2.20355550e+01 2.84543170e+00 4.43853870e+03 2.53353360e+01 3.96216450e+02 2.35866550e+03 8.96244380e+00 1.08638030e+01 1.63849520e+03
3 2.24193500e+03 3.06117670e+00 9.64902270e-01 2.12929540e-04 6.86684030e+01 2.26585240e-02 1.17752130e-01 6.12075220e-02 1.00319180e+00 1.00006820e+00 9.98714210e-01 5.99144200e+01 2.66450800e-01 6.74411540e+00 1.07404860e+00 6.87625700e+00 1.33880040e+01 1.88682440e+01 8.52707410e+01 2.64964570e+02 3.89060070e+01 3.55957100e+01 1.03184940e+02 1.45477390e-01 1.48222570e-01 3.82809550e-01 2.53308640e-01 7.26285050e-01 2.14709910e+00 2.13526690e-09 2.99141180e-01 1.41055520e-01 7.00782200e-01 2.45500320e-01 2.46830690e-01 2.53406780e+00 8.26765230e+00 8.15639820e-01 9.84282910e-01 4.46104420e-01 6.03208530e-01 2.13526690e+00 1.88924370e+00 1.37314610e+01 1.47222550e+02 1.01095374e+02 8.14471510e-01 1.14165940e+01 2.78985520e+03 1.63573690e+03 2.34306190e+01 2.11024300e+01 2.32818920e+00 4.43700870e+03 2.39646830e+01 3.97842960e+02 2.35961620e+03 8.43135290e+00 1.14165940e+01 1.63573690e+03
3 2.24169510e+03 3.05563380e+00 9.65230770e-01 2.12929540e-04 6.86684030e+01 2.26585240e-02 1.17752130e-01 6.12075220e-02 1.00078540e+00 9.99279090e-01 9.97818010e-01 5.49954990e+01 2.94875860e-01 5.61616040e+00 8.59680960e-01 7.60724160e+00 1.46123500e+01 1.85875910e+01 8.72421230e+01 2.68671000e+02 4.04889380e+01 3.81317670e+01 1.07090620e+02 1.58263220e-01 1.61026380e-01 4.04264020e-01 2.71176170e-01 6.57727410e-01 2.03112560e+00 2.12346400e-09 2.99141180e-01 1.41055520e-01 7.00782200e-01 2.45500320e-01 2.46830690e-01 2.53406780e+00 8.26765230e+00 8.13484830e-01 9.81682350e-01 4.44925770e-01 6.01614790e-01 2.12346400e+00 1.87880080e+00 1.37314610e+01 1.47222550e+02 1.01095374e+02 8.12319600e-01 1.14165940e+01 2.78849170e+03 1.63573690e+03 2.38725260e+01 2.18483420e+01 2.02418390e+00 4.43564520e+03 2.38269850e+01 3.97826370e+02 2.35823790e+03 8.60049160e+00 1.14165940e+01 1.63573690e+03
4 2.24380320e+03 3.05234810e+00 9.64688430e-01 2.75577700e-04 6.86249220e+01 2.24844100e-02 1.17566240e-01 5.98683940e-02 1.00082710e+00 9.98775250e-01 9.97454760e-01 5.39479850e+01 5.24343800e-01 5.05949110e+00 3.06089720e+00 5.99544480e+00 1.35823240e+01 1.94921270e+01 8.81591920e+01 2.52191980e+02 4.46746940e+01 3.91734000e+01 1.09827940e+02 1.26312220e-01 1.57965780e-01 4.21471440e-01 3.22651700e-01 6.57430030e-01 1.82202480e+00 2.11649830e-09 2.98755920e-01 1.40695510e-01 7.01167360e-01 2.45438790e-01 2.46768930e-01 2.56461280e+00 8.17585180e+00 8.13882930e-01 9.82473870e-01 4.44856770e-01 6.01715320e-01 2.11649830e+00 1.87765970e+00 1.37443790e+01 1.47420050e+02 1.01166894e+02 8.12193620e-01 1.11001340e+01 2.78895860e+03 1.63584020e+03 2.58537790e+01 2.36838610e+01 2.16991810e+00 4.43589890e+03 2.38238460e+01 3.97455830e+02 2.35890790e+03 8.77107810e+00 1.11001340e+01 1.63584020e+03
2 2.24034570e+03 3.03880170e+00 9.63312870e-01 5.12497490e-04 6.88108810e+01 2.24306580e-02 1.17426310e-01 5.22778860e-02 1.00075000e+00 9.99030230e-01 9.97917940e-01 4.86790670e+01 7.18115530e-01 1.28469530e+00 6.65253750e+00 1.03050530e+01 1.25972990e+01 1.78414910e+01 9.24860360e+01 2.78411640e+02 5.01428730e+01 3.55582350e+01 1.08220750e+02 8.92423920e-02 1.26666980e-01 3.74227930e-01 3.02450700e-01 6.10876980e-01 1.58382810e+00 2.08802080e-09 2.96734310e-01 1.40501840e-01 7.03189400e-01 2.45418920e-01 2.46748990e-01 2.57433970e+00 7.42870700e+00 8.14606110e-01 9.82017210e-01 4.43743030e-01 6.01228560e-01 2.08802080e+00 1.88073160e+00 1.37305350e+01 1.47344010e+02 1.01388711e+02 8.10160220e-01 1.06742590e+01 2.78503730e+03 1.63641540e+03 2.42821930e+01 2.22297980e+01 2.05239440e+00 4.43212690e+03 2.40158640e+01 3.95785230e+02 2.35603230e+03 9.20387600e+00 1.06742590e+01 1.63641540e+03
1 2.24411940e+03 3.04572260e+00 9.60333930e-01 5.12497490e-04 6.88108810e+01 2.24306580e-02 1.17426310e-01 5.22778860e-02 1.00353530e+00 1.00000300e+00 9.97861930e-01 4.84740470e+01 8.68863890e-01 2.27856400e+00 4.73873890e+00 7.36474330e+00 1.00388210e+01 1.44885680e+01 8.37410080e+01 2.91848730e+02 5.55442330e+01 4.86128100e+01 1.25192690e+02 1.20744600e-01 1.53019420e-01 4.61317480e-01 2.73405970e-01 6.82214390e-01 1.81989460e+00 2.10252180e-09 2.96734310e-01 1.40501840e-01 7.03189400e-01 2.45418920e-01 2.46748990e-01 2.57433970e+00 7.42870700e+00 8.16494840e-01 9.84294110e-01 4.44771880e-01 6.02622560e-01 2.10252180e+00 1.89379310e+00 1.37305350e+01 1.47344010e+02 1.01388711e+02 8.12038640e-01 1.06742590e+01 2.79715060e+03 1.63641540e+03 2.19993370e+01 1.99126490e+01 2.08668810e+00 4.44424020e+03 2.48786180e+01 3.95780320e+02 2.36781480e+03 8.67681700e+00 1.06742590e+01 1.63641540e+03
