# weight minuslogpost logA ns wdm H0 ombh2 omch2 tau A_planck calib_100T calib_217T A_cib_217 xi_sz_cib A_sz ksz_norm gal545_A_100 gal545_A_143 gal545_A_143_217 gal545_A_217 ps_A_100_100 ps_A_143_143 ps_A_143_217 ps_A_217_217 galf_TE_A_100 galf_TE_A_100_143 galf_TE_A_100_217 galf_TE_A_143 galf_TE_A_143_217 galf_TE_A_217 As omegam omegamh2 omega_de YHe Y_p DHBBN zrei sigma8 s8h5 s8omegamp5 s8omegamp25 A clamp age rdrag hrd S8 chi2__BAO chi2__CMB chi2__SN minuslogprior minuslogprior__0 minuslogprior__SZ chi2 chi2__planck_2018_lowl.TT chi2__planck_2018_lowl.EE chi2__planck_2018_highl_plik.TTTEEE chi2__planck_2018_lensing.clik chi2__bao.desi_dr2 chi2__sn.desdovekie
1 2.28897960e+03 3.08377400e+00 9.62255960e-01 8.28924340e-04 6.86601330e+01 2.25026250e-02 1.18840560e-01 7.03808720e-02 1.00286830e+00 1.00024190e+00 9.96174590e-01 3.08838310e+01 6.28200950e-02 1.06615160e+00 7.23127040e+00 6.99984790e+00 8.37998450e+00 1.59560980e+01 9.79529710e+01 2.90146130e+02 4.36299000e+01 3.80260270e+01 1.33602730e+02 2.01663110e-01 1.58741230e-01 6.27908690e-01 3.33062940e-01 6.49708960e-01 1.57457430e+00 2.18406740e-09 3.01191370e-01 1.41988050e-01 6.98731990e-01 2.45445310e-01 2.46775470e-01 2.56136770e+00 9.21001680e+00 8.47236430e-01 1.02247410e+00 4.64971020e-01 6.27646710e-01 2.18406740e+00 1.89729120e+00 1.36998950e+01 1.46652670e+02 1.00691918e+02 8.48917060e-01 1.38789070e+01 2.86721200e+03 1.63510500e+03 3.08816140e+01 2.88464610e+01 2.03515310e+00 4.51619600e+03 2.53144630e+01 4.02766730e+02 2.42723940e+03 1.18914230e+01 1.38789070e+01 1.63510500e+03
3 2.28028720e+03 3.07949850e+00 9.60054230e-01 8.28924340e-04 6.86601330e+01 2.25026250e-02 1.18840560e-01 7.03808720e-02 1.00087260e+00 1.00005150e+00 9.96842480e-01 3.55883130e+01 1.81547970e-02 7.86069730e-01 8.33821310e+00 6.65947270e+00 8.14362460e+00 1.76738670e+01 1.01506230e+02 2.90946300e+02 4.22816560e+01 3.30121850e+01 1.22087330e+02 1.49749070e-01 1.65211080e-01 5.88043040e-01 3.26147650e-01 7.10713960e-01 1.57632950e+00 2.17474930e-09 3.01191370e-01 1.41988050e-01 6.98731990e-01 2.45445310e-01 2.46775470e-01 2.56136770e+00 9.21001680e+00 8.44709250e-01 1.01942420e+00 4.63584080e-01 6.25774530e-01 2.17474930e+00 1.88919660e+00 1.36998950e+01 1.46652670e+02 1.00691918e+02 8.46384870e-01 1.38789070e+01 2.85979570e+03 1.63510500e+03 2.58974130e+01 2.38793510e+01 2.01806200e+00 4.50877960e+03 2.59078750e+01 4.02884970e+02 2.41985230e+03 1.11505400e+01 1.38789070e+01 1.63510500e+03
2 2.26984800e+03 3.07454110e+00 9.60389530e-01 8.12382270e-04 6.86706390e+01 2.25141000e-02 1.18632460e-01 6.79640460e-02 1.00100460e+00 9.99951790e-01 9.96909560e-01 3.33495330e+01 4.44171540e-02 1.51300110e+00 7.62863050e+00 7.87969430e+00 7.72604770e+00 1.71680030e+01 1.02876370e+02 2.83997710e+02 4.59948870e+01 3.62301420e+01 1.24817320e+02 1.74581270e-01 1.63613090e-01 5.71229140e-01 2.78665110e-01 7.40149570e-01 1.70555210e+00 2.16399500e-09 3.00682260e-01 1.41791430e-01 6.99241130e-01 2.45449380e-01 2.46779560e-01 2.55933440e+00 8.97544670e+00 8.41267080e-01 1.01519240e+00 4.61304610e-01 6.22960980e-01 2.16399500e+00 1.88896290e+00 1.37044690e+01 1.46707710e+02 1.00745122e+02 8.42223140e-01 1.36489130e+01 2.84075920e+03 1.63524200e+03 2.50229400e+01 2.29886180e+01 2.03432170e+00 4.48965020e+03 2.56684350e+01 4.01435130e+02 2.40323180e+03 1.04239130e+01 1.36489130e+01 1.63524200e+03
1 2.26641090e+03 3.07816680e+00 9.60753970e-01 8.12382270e-04 6.86706390e+01 2.25141000e-02 1.18632460e-01 6.79640460e-02 1.00267680e+00 9.99427060e-01 9.97317700e-01 3.45435750e+01 9.00373230e-03 8.42981510e-01 6.45795050e+00 8.56287340e+00 7.91092430e+00 1.29532790e+01 9.63185930e+01 2.61332580e+02 4.69576610e+01 3.81357270e+01 1.34224150e+02 1.52476290e-01 1.61758830e-01 4.20118060e-01 2.83313810e-01 7.43934010e-01 1.19744820e+00 2.17185510e-09 3.00682260e-01 1.41791430e-01 6.99241130e-01 2.45449380e-01 2.46779560e-01 2.55933440e+00 8.97544670e+00 8.42911940e-01 1.01717730e+00 4.62206560e-01 6.24179010e-01 2.17185510e+00 1.89582400e+00 1.37044690e+01 1.46707710e+02 1.00745122e+02 8.43869870e-01 1.36489130e+01 2.83337300e+03 1.63524200e+03 2.52789350e+01 2.31020960e+01 2.17683940e+00 4.48226400e+03 2.55937430e+01 4.01414520e+02 2.39549540e+03 1.08693640e+01 1.36489130e+01 1.63524200e+03
1 2.25931780e+03 3.07694630e+00 9.60856360e-01 8.08181210e-04 6.87521650e+01 2.25328820e-02 1.18578290e-01 6.73270040e-02 1.00271120e+00 9.99611860e-01 9.96896030e-01 4.63912380e+01 2.24194490e-02 4.82428830e-01 6.19560700e+00 8.38302220e+00 9.25678460e+00 1.30866580e+01 9.05740040e+01 2.76316570e+02 5.13795030e+01 3.64993850e+01 1.17650450e+02 1.58927830e-01 1.53363970e-01 4.74077420e-01 2.24564360e-01 7.51659690e-01 1.77185830e+00 2.16920590e-09 2.99894720e-01 1.41756040e-01 7.00028850e-01 2.45455990e-01 2.46786200e-01 2.55602140e+00 8.90961730e+00 8.42164450e-01 1.01567250e+00 4.61191520e-01 6.23216740e-01 2.16920590e+00 1.89592560e+00 1.36983100e+01 1.46704710e+02 1.00862664e+02 8.42016660e-01 1.28987030e+01 2.82243830e+03 1.63545680e+03 2.39209170e+01 2.15470550e+01 2.37386140e+00 4.47079370e+03 2.55601380e+01 4.01078280e+02 2.38523650e+03 1.05633600e+01 1.28987030e+01 1.63545680e+03
8 2.26069400e+03 3.07550280e+00 9.64229080e-01 8.08181210e-04 6.87521650e+01 2.25328820e-02 1.18578290e-01 6.73270040e-02 1.00202380e+00 9.99251240e-01 9.96745080e-01 3.21554270e+01 4.38943490e-01 1.32825910e+00 7.12344070e+00 8.37162420e+00 8.83363040e+00 1.02035920e+01 9.35951570e+01 2.40105900e+02 4.91662150e+01 4.51396740e+01 1.33559030e+02 1.09974430e-01 9.67216860e-02 4.90534160e-01 2.07000310e-01 8.03792160e-01 1.93906200e+00 2.16607700e-09 2.99894720e-01 1.41756040e-01 7.00028850e-01 2.45455990e-01 2.46786200e-01 2.55602140e+00 8.90961730e+00 8.42653970e-01 1.01626290e+00 4.61459590e-01 6.23578990e-01 2.16607700e+00 1.89319080e+00 1.36983100e+01 1.46704710e+02 1.00862664e+02 8.42506100e-01 1.28987030e+01 2.82187650e+03 1.63545680e+03 2.55780340e+01 2.35569740e+01 2.02106050e+00 4.47023200e+03 2.46455090e+01 4.00874740e+02 2.38573300e+03 1.06233060e+01 1.28987030e+01 1.63545680e+03
18 2.25753310e+03 3.07311750e+00 9.65553950e-01 8.29451920e-04 6.90957890e+01 2.24166190e-02 1.17905390e-01 6.71539410e-02 1.00117020e+00 9.99425820e-01 9.97400250e-01 3.79966580e+01 4.46578800e-01 1.58349040e+00 6.68859790e+00 9.04768210e+00 9.14781730e+00 6.78184860e+00 8.37756380e+01 2.30489660e+02 4.03276570e+01 4.31674870e+01 1.25143350e+02 9.86710570e-02 1.35790940e-01 5.68717030e-01 2.08168550e-01 6.74375500e-01 1.70243620e+00 2.16091640e-09 2.95266320e-01 1.40966880e-01 7.04658000e-01 2.45413580e-01 2.46743630e-01 2.57691860e+00 8.91151680e+00 8.41329850e-01 1.01213980e+00 4.57165300e-01 6.20182880e-01 2.16091640e+00 1.88933420e+00 1.36892480e+01 1.46997740e+02 1.01569248e+02 8.34665820e-01 1.04417570e+01 2.81988030e+03 1.63683750e+03 2.39533380e+01 2.19314990e+01 2.02183870e+00 4.46715950e+03 2.44091720e+01 4.00709910e+02 2.38494580e+03 9.81541020e+00 1.04417570e+01 1.63683750e+03
3 2.25060480e+03 3.07930110e+00 9.65442740e-01 8.29451920e-04 6.90957890e+01 2.24166190e-02 1.17905390e-01 6.71539410e-02 1.00396450e+00 9.99553350e-01 9.97441120e-01 4.36153130e+01 5.03484570e-01 4.59197340e+00 1.18783130e+00 1.00809610e+01 1.04853810e+01 1.03831610e+01 8.47584870e+01 2.67131340e+02 4.53269360e+01 5.36868360e+01 1.29115420e+02 8.94245250e-02 1.26140140e-01 5.26478930e-01 1.63136930e-01 7.88413360e-01 2.43534080e+00 2.17432000e-09 2.95266320e-01 1.40966880e-01 7.04658000e-01 2.45413580e-01 2.46743630e-01 2.57691860e+00 8.91151680e+00 8.43898640e-01 1.01523010e+00 4.58561140e-01 6.22076460e-01 2.17432000e+00 1.90105330e+00 1.36892480e+01 1.46997740e+02 1.01569248e+02 8.37214270e-01 1.04417570e+01 2.80403160e+03 1.63683750e+03 2.49493410e+01 2.28800540e+01 2.06928680e+00 4.45131090e+03 2.44895750e+01 4.00724710e+02 2.36843550e+03 1.03818830e+01 1.04417570e+01 1.63683750e+03
11 2.24773040e+03 3.07888150e+00 9.69342620e-01 8.29451920e-04 6.90957890e+01 2.24166190e-02 1.17905390e-01 6.71539410e-02 1.00380580e+00 9.98949610e-01 9.97250290e-01 4.58919600e+01 6.75342730e-01 6.01494260e+00 2.37623070e+00 9.81433270e+00 1.16534680e+01 1.24553620e+01 8.26668340e+01 2.28673430e+02 3.70597840e+01 5.19831820e+01 1.21582700e+02 1.59695560e-01 1.42424910e-01 6.00287140e-01 1.44455150e-01 6.65568870e-01 2.48860090e+00 2.17340800e-09 2.95266320e-01 1.40966880e-01 7.04658000e-01 2.45413580e-01 2.46743630e-01 2.57691860e+00 8.91151680e+00 8.45001570e-01 1.01655700e+00 4.59160450e-01 6.22889480e-01 2.17340800e+00 1.90025590e+00 1.36892480e+01 1.46997740e+02 1.01569248e+02 8.38308460e-01 1.04417570e+01 2.79441730e+03 1.63683750e+03 2.68821410e+01 2.45173300e+01 2.36481160e+00 4.44169660e+03 2.35436870e+01 4.00543410e+02 2.35975200e+03 1.05781580e+01 1.04417570e+01 1.63683750e+03
1 2.24809670e+03 3.08188130e+00 9.69871630e-01 8.34499430e-04 6.88815960e+01 2.24014500e-02 1.17696930e-01 6.90156930e-02 1.00378110e+00 9.99101650e-01 9.97763980e-01 5.02084260e+01 9.42662060e-01 3.95053500e+00 2.26321400e+00 9.17539740e+00 1.37050750e+01 1.47451970e+01 8.62843260e+01 2.47310520e+02 4.15875110e+01 5.11971060e+01 1.10518110e+02 1.53072520e-01 1.51807140e-01 6.35811370e-01 2.15717190e-01 6.91036290e-01 2.52315910e+00 2.17993760e-09 2.96634160e-01 1.40743250e-01 7.03289700e-01 2.45407730e-01 2.46737760e-01 2.57972090e+00 9.08564540e+00 8.45126380e-01 1.01828670e+00 4.60290740e-01 6.23701730e-01 2.17993760e+00 1.89888120e+00 1.37140560e+01 1.47066960e+02 1.01302069e+02 8.40372080e-01 1.11143790e+01 2.79574680e+03 1.63640570e+03 2.64632820e+01 2.43991240e+01 2.06415790e+00 4.44326680e+03 2.34203430e+01 4.01530910e+02 2.35972440e+03 1.10711280e+01 1.11143790e+01 1.63640570e+03
4 2.24498440e+03 3.08237870e+00 9.64606240e-01 8.34499430e-04 6.88815960e+01 2.24014500e-02 1.17696930e-01 6.90156930e-02 1.00476720e+00 9.98706850e-01 9.98626560e-01 6.35376270e+01 2.65311240e-01 3.21097530e+00 6.33690600e+00 9.17105250e+00 1.21104280e+01 1.58439620e+01 8.29478200e+01 2.45696170e+02 3.71385540e+01 2.28076620e+01 8.29081940e+01 7.64807940e-02 1.32929580e-01 5.60536840e-01 2.55619670e-01 6.58079350e-01 2.13095170e+00 2.18102200e-09 2.96634160e-01 1.40743250e-01 7.03289700e-01 2.45407730e-01 2.46737760e-01 2.57972090e+00 9.08564540e+00 8.43614630e-01 1.01646520e+00 4.59467380e-01 6.22586060e-01 2.18102200e+00 1.89982580e+00 1.37140560e+01 1.47066960e+02 1.01302069e+02 8.38868830e-01 1.11143790e+01 2.78920780e+03 1.63640570e+03 2.66204830e+01 2.43863480e+01 2.23413520e+00 4.43672790e+03 2.45645800e+01 4.01803750e+02 2.35237990e+03 1.04595620e+01 1.11143790e+01 1.63640570e+03
2 2.24500350e+03 3.08028270e+00 9.65106970e-01 8.60036530e-04 6.89780160e+01 2.24441660e-02 1.17460810e-01 6.80528520e-02 1.00371870e+00 9.99638350e-01 9.97781590e-01 5.07138380e+01 3.90168200e-01 3.93097030e+00 6.47184040e+00 8.55427080e+00 1.36754700e+01 1.76197720e+01 9.07871260e+01 2.66759000e+02 3.27631570e+01 2.76127020e+01 1.00957500e+02 5.51390590e-02 1.25539050e-01 6.24378040e-01 2.67560210e-01 7.93325530e-01 2.34700930e+00 2.17645550e-09 2.95398960e-01 1.40549840e-01 7.04525110e-01 2.45424010e-01 2.46754100e-01 2.57187260e+00 8.97955800e+00 8.42493760e-01 1.01440490e+00 4.57900560e-01 6.21110590e-01 2.17645550e+00 1.89950240e+00 1.37105480e+01 1.47064230e+02 1.01441988e+02 8.36008220e-01 1.08743310e+01 2.78757520e+03 1.63679080e+03 2.73832450e+01 2.47747670e+01 2.60847770e+00 4.43524040e+03 2.46075180e+01 4.01193070e+02 2.35123500e+03 1.05396910e+01 1.08743310e+01 1.63679080e+03
1 2.24405520e+03 3.08268820e+00 9.65934800e-01 8.64620960e-04 6.91860080e+01 2.24438580e-02 1.17115450e-01 6.97123930e-02 1.00372980e+00 1.00010500e+00 9.98571390e-01 5.73258950e+01 3.64019490e-01 3.37678490e+00 6.80812900e+00 8.36300380e+00 1.18174470e+01 1.56087490e+01 8.54105900e+01 2.62291160e+02 3.48406090e+01 2.78255870e+01 9.67598860e+01 8.44583680e-02 1.44259710e-01 5.73381480e-01 3.09463630e-01 6.74067750e-01 2.07558320e+00 2.18169720e-09 2.92903400e-01 1.40204180e-01 7.07021130e-01 2.45423890e-01 2.46753980e-01 2.57192880e+00 9.12913190e+00 8.42867610e-01 1.01332840e+00 4.56164590e-01 6.20069640e-01 2.18169720e+00 1.89776770e+00 1.37016360e+01 1.47154290e+02 1.01810179e+02 8.32838780e-01 1.05004010e+01 2.79130710e+03 1.63762190e+03 2.43404640e+01 2.19146110e+01 2.42585300e+00 4.43942940e+03 2.44852370e+01 4.01998840e+02 2.35464410e+03 1.01788780e+01 1.05004010e+01 1.63762190e+03
2 2.24379980e+03 3.08359750e+00 9.66126170e-01 8.65846460e-04 6.94165040e+01 2.24795280e-02 1.17053480e-01 7.01609870e-02 1.00364060e+00 9.99888290e-01 9.98610510e-01 5.80905830e+01 4.89842970e-01 3.19081660e+00 5.11653940e+00 8.72718700e+00 9.84406850e+00 1.36425830e+01 8.25160810e+01 2.78676470e+02 4.55548050e+01 3.29489160e+01 9.99016760e+01 1.33987740e-01 1.58490440e-01 4.35290440e-01 2.85775590e-01 5.87575940e-01 1.81652910e+00 2.18368190e-09 2.90906870e-01 1.40177870e-01 7.09018150e-01 2.45437020e-01 2.46767160e-01 2.56548650e+00 9.16142090e+00 8.43436490e-01 1.01232750e+00 4.54914080e-01 6.19428070e-01 2.18368190e+00 1.89779070e+00 1.36821580e+01 1.47130470e+02 1.02132829e+02 8.30555680e-01 1.09235810e+01 2.79167350e+03 1.63833300e+03 2.33347540e+01 2.12882560e+01 2.04649870e+00 4.44093010e+03 2.45443600e+01 4.02230120e+02 2.35495500e+03 9.94400520e+00 1.09235810e+01 1.63833300e+03
