# weight minuslogpost logA ns wdm H0 ombh2 omch2 tau As omegam omegamh2 omega_de YHe Y_p DHBBN zrei sigma8 s8h5 s8omegamp5 s8omegamp25 A clamp age rdrag hrd S8 chi2__BAO chi2__SN minuslogprior minuslogprior__0 chi2 chi2__bao.desi_dr2 chi2__sn.desdovekie
30 8.24499050e+02 2.92978840e+00 1.02725070e+00 -1.23740850e-01 5.95617240e+01 4.17123560e-02 1.05448500e-01 2.97328360e-01 1.87236670e-09 4.16635950e-01 1.47805720e-01 5.83262220e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.24943810e-02 5.50614790e-02 2.74289940e-02 3.41405640e-02 1.87236670e+00 1.03308200e+00 1.56478040e+01 1.65473200e+02 9.85586907e+01 5.00782620e-02 1.39540640e+01 1.63374770e+03 6.48161230e-01 6.48161230e-01 1.64770180e+03 1.39540640e+01 1.63374770e+03
54 8.24637120e+02 3.45908190e+00 8.27315680e-01 -1.21558820e-01 5.62240980e+01 3.50046300e-02 9.61072190e-02 6.91163130e-01 3.17877790e-09 4.16800050e-01 1.31756720e-01 5.83085670e-01 2.49531180e-01 2.50876120e-01 1.20491230e+00 10 5.57610790e-02 7.43652290e-02 3.59993820e-02 4.48036210e-02 3.17877790e+00 7.97854170e-01 1.65889720e+01 1.74694570e+02 9.82204462e+01 6.57255790e-02 1.42718130e+01 1.63370610e+03 6.48161230e-01 6.48161230e-01 1.64797790e+03 1.42718130e+01 1.63370610e+03
2 8.24460950e+02 3.53830680e+00 8.24740690e-01 -1.20826740e-01 5.58838470e+01 3.41622100e-02 9.49376470e-02 6.93709440e-01 3.44086100e-09 4.15448430e-01 1.29744720e-01 5.84435890e-01 2.49315500e-01 2.50659670e-01 1.25997510e+00 10 5.77230260e-02 7.72157590e-02 3.72055430e-02 4.63423840e-02 3.44086100e+00 8.59248450e-01 1.67032900e+01 1.75920710e+02 9.83112604e+01 6.79277180e-02 1.41326460e+01 1.63349290e+03 6.48161230e-01 6.48161230e-01 1.64762560e+03 1.41326460e+01 1.63349290e+03
7 8.24430850e+02 3.78752280e+00 9.11194150e-01 -1.20735750e-01 5.59298710e+01 3.42422380e-02 9.51579460e-02 6.94380630e-01 4.41469050e-09 4.15725050e-01 1.30045050e-01 5.84159460e-01 2.49336630e-01 2.50680870e-01 1.25460390e+00 10 6.33633360e-02 8.47258870e-02 4.08546160e-02 5.08791190e-02 4.41469050e+00 1.10095330e+00 1.66853460e+01 1.75785900e+02 9.83168271e+01 7.45899820e-02 1.40139570e+01 1.63355140e+03 6.48161230e-01 6.48161230e-01 1.64756540e+03 1.40139570e+01 1.63355140e+03
5 8.24708230e+02 3.72362900e+00 9.63750810e-01 -1.22257280e-01 5.72618090e+01 3.71839890e-02 9.98499130e-02 6.61968160e-01 4.14144140e-09 4.19891280e-01 1.37678770e-01 5.79998540e-01 2.50085890e-01 2.51432820e-01 1.07715610e+00 10 6.17702940e-02 8.16295000e-02 4.00265440e-02 4.97237510e-02 4.14144140e+00 1.10197890e+00 1.62510490e+01 1.71519010e+02 9.82148879e+01 7.30781370e-02 1.38098260e+01 1.63431030e+03 6.48161230e-01 6.48161230e-01 1.64812010e+03 1.38098260e+01 1.63431030e+03
35 8.25177840e+02 2.06792730e+00 8.50581350e-01 -1.19272170e-01 5.80730510e+01 3.89190190e-02 1.02541230e-01 6.48157380e-01 7.90841450e-10 4.21366920e-01 1.42105120e-01 5.78525960e-01 2.50499030e-01 2.51847440e-01 9.87940540e-01 10 2.90338440e-02 3.80993200e-02 1.88466760e-02 2.33921240e-02 7.90841450e-01 2.16325180e-01 1.59691680e+01 1.68838760e+02 9.80498192e+01 3.44091650e-02 1.40124460e+01 1.63504690e+03 6.48161230e-01 6.48161230e-01 1.64905940e+03 1.40124460e+01 1.63504690e+03
31 8.25178600e+02 2.05331340e+00 8.42689760e-01 -1.20179930e-01 5.89312290e+01 4.10210420e-02 1.04295090e-01 6.26435320e-01 7.79368180e-10 4.20286890e-01 1.45961000e-01 5.79609080e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 2.94564290e-02 3.83713730e-02 1.90964660e-02 2.37173710e-02 7.79368180e-01 2.22652650e-01 1.57422020e+01 1.66119860e+02 9.78964751e+01 3.48652180e-02 1.42099130e+01 1.63485100e+03 6.48161230e-01 6.48161230e-01 1.64906090e+03 1.42099130e+01 1.63485100e+03
8 8.26072070e+02 2.41858370e+00 1.16721250e+00 -1.19394510e-01 5.78806990e+01 3.74771930e-02 1.01169320e-01 5.48976830e-01 1.12299430e-09 4.15773390e-01 1.39291380e-01 5.84118770e-01 2.50155770e-01 2.51502950e-01 1.06155820e+00 10 3.10133550e-02 4.07644760e-02 1.99975640e-02 2.49036450e-02 1.12299430e+00 3.74578060e-01 1.60968740e+01 1.70843580e+02 9.88854583e+01 3.65103900e-02 1.70573490e+01 1.63379050e+03 6.48161230e-01 6.48161230e-01 1.65084780e+03 1.70573490e+01 1.63379050e+03
1 8.26542190e+02 2.12320830e+00 9.43513940e-01 -1.25289140e-01 6.47323170e+01 5.48540760e-02 1.22890590e-01 5.80725600e-01 8.35790920e-10 4.25722950e-01 1.78389530e-01 5.74190830e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.22267700e-02 4.00549510e-02 2.10271450e-02 2.60314610e-02 8.35790920e-01 2.61628950e-01 1.42712330e+01 1.50570110e+02 9.74675209e+01 3.83901390e-02 1.57147080e+01 1.63607330e+03 6.48161230e-01 6.48161230e-01 1.65178810e+03 1.57147080e+01 1.63607330e+03
6 8.25995900e+02 3.23218950e+00 1.11503700e+00 -1.27322190e-01 6.92232540e+01 6.24949630e-02 1.32758810e-01 6.55982000e-01 2.53350680e-09 4.08815540e-01 1.95898640e-01 5.91109070e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.60697450e-02 6.73911050e-02 3.58502580e-02 4.48343040e-02 2.53350680e+00 6.82249700e-01 1.34993720e+01 1.43470980e+02 9.93152809e+01 6.54533160e-02 1.79815940e+01 1.63271390e+03 6.48161230e-01 6.48161230e-01 1.65069550e+03 1.79815940e+01 1.63271390e+03
1 8.24999140e+02 3.23141130e+00 1.11616020e+00 -1.40777300e-01 7.64752460e+01 8.01655170e-02 1.56239680e-01 6.44628270e-01 2.53153580e-09 4.05320260e-01 2.37050070e-01 5.94617960e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.90052060e-02 6.74729790e-02 3.75655270e-02 4.70803750e-02 2.53153580e+00 6.97376140e-01 1.23075500e+01 1.30311410e+02 9.96559714e+01 6.85849550e-02 1.70297900e+01 1.63167220e+03 6.48161230e-01 6.48161230e-01 1.64870200e+03 1.70297900e+01 1.63167220e+03
5 8.24330160e+02 2.61209140e+00 9.06975700e-01 -1.43165750e-01 7.66260880e+01 8.19346560e-02 1.55281130e-01 6.40260540e-01 1.36275220e-09 4.05106580e-01 2.37860650e-01 5.94831890e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.54910670e-02 5.19682140e-02 2.89541470e-02 3.62926300e-02 1.36275220e+00 3.78698550e-01 1.22884030e+01 1.29231900e+02 9.90253494e+01 5.28627980e-02 1.57580680e+01 1.63160590e+03 6.48161230e-01 6.48161230e-01 1.64736400e+03 1.57580680e+01 1.63160590e+03
2 8.24275590e+02 2.35450000e+00 9.46297300e-01 -1.43142640e-01 7.66351960e+01 8.18937820e-02 1.55258100e-01 6.41850270e-01 1.05328610e-09 4.04901470e-01 2.37796750e-01 5.95037010e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.96509070e-02 4.52938240e-02 2.52306130e-02 3.16293640e-02 1.05328610e+00 2.91771120e-01 1.22887600e+01 1.29258270e+02 9.90573286e+01 4.60645860e-02 1.56691590e+01 1.63158570e+03 6.48161230e-01 6.48161230e-01 1.64725490e+03 1.56691590e+01 1.63158570e+03
4 8.25120160e+02 2.35101230e+00 9.46115720e-01 -1.45146670e-01 7.67640660e+01 8.10870930e-02 1.58084860e-01 6.20560170e-01 1.04961890e-09 4.06971220e-01 2.39816820e-01 5.92967470e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.87998070e-02 4.42843810e-02 2.47520640e-02 3.09899230e-02 1.04961890e+00 3.03403050e-01 1.22755540e+01 1.29837880e+02 9.96688359e+01 4.51908790e-02 1.73218540e+01 1.63162210e+03 6.48161230e-01 6.48161230e-01 1.64894400e+03 1.73218540e+01 1.63162210e+03
14 8.24533480e+02 2.40968770e+00 8.21645150e-01 -1.47864180e-01 7.57820220e+01 8.02928340e-02 1.55285640e-01 6.78484590e-01 1.11304850e-09 4.11330030e-01 2.36223340e-01 5.88607060e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.11465150e-02 4.72661210e-02 2.63893240e-02 3.29519150e-02 1.11304850e+00 2.86543040e-01 1.24100560e+01 1.30492800e+02 9.88900824e+01 4.81800930e-02 1.57880210e+01 1.63198260e+03 6.48161230e-01 6.48161230e-01 1.64777060e+03 1.57880210e+01 1.63198260e+03
13 8.24230860e+02 1.89863240e+00 8.68734150e-01 -1.46640150e-01 7.47197160e+01 7.72059250e-02 1.51312570e-01 5.90076770e-01 6.67675730e-10 4.10463700e-01 2.29163360e-01 5.89471600e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.11348620e-02 3.60188080e-02 1.99473090e-02 2.49210100e-02 6.67675730e-01 2.05131060e-01 1.25920790e+01 1.32621000e+02 9.90940346e+01 3.64186380e-02 1.52555570e+01 1.63190980e+03 6.48161230e-01 6.48161230e-01 1.64716540e+03 1.52555570e+01 1.63190980e+03
5 8.25360340e+02 1.87930760e+00 8.41020790e-01 -1.52650040e-01 7.66549560e+01 8.10051620e-02 1.56951320e-01 6.38863550e-01 6.54896850e-10 4.06062060e-01 2.38601350e-01 5.93876460e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.10971320e-02 3.55181400e-02 1.98160250e-02 2.48238100e-02 6.54896850e-01 1.82500090e-01 1.23468080e+01 1.30149910e+02 9.97663562e+01 3.61789460e-02 1.81929020e+01 1.63123150e+03 6.48161230e-01 6.48161230e-01 1.64942440e+03 1.81929020e+01 1.63123150e+03
10 8.25734820e+02 1.93749010e+00 8.36090930e-01 -1.61625990e-01 7.58611780e+01 7.99372530e-02 1.58782240e-01 6.55716220e-01 6.94130730e-10 4.15930070e-01 2.39364360e-01 5.84007150e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.12865980e-02 3.59210110e-02 2.01775530e-02 2.51254250e-02 6.94130730e-01 1.87022300e-01 1.24594680e+01 1.31108830e+02 9.94607029e+01 3.68390030e-02 1.85170020e+01 1.63165630e+03 6.48161230e-01 6.48161230e-01 1.65017330e+03 1.85170020e+01 1.63165630e+03
2 8.26047450e+02 2.37749130e+00 1.05408720e+00 -1.62128570e-01 7.71492650e+01 8.27879260e-02 1.62579080e-01 6.58237580e-01 1.07778300e-09 4.13325780e-01 2.46011880e-01 5.86613530e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.77359030e-02 4.29624310e-02 2.42605700e-02 3.02571400e-02 1.07778300e+00 2.88930540e-01 1.22715730e+01 1.29180580e+02 9.96618680e+01 4.42935370e-02 1.93855120e+01 1.63141310e+03 6.48161230e-01 6.48161230e-01 1.65079860e+03 1.93855120e+01 1.63141310e+03
10 8.26015770e+02 3.87132040e+00 9.75853050e-01 -1.63473740e-01 7.70904760e+01 8.29060700e-02 1.62606110e-01 6.59839580e-01 4.80057310e-09 4.14200700e-01 2.46157050e-01 5.85738510e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 8.06191890e-02 9.18201640e-02 5.18852410e-02 6.46756990e-02 4.80057310e+00 1.28281400e+00 1.22812300e+01 1.29135310e+02 9.95510252e+01 9.47290560e-02 1.92998520e+01 1.63143540e+03 6.48161230e-01 6.48161230e-01 1.65073520e+03 1.92998520e+01 1.63143540e+03
26 8.25416630e+02 3.64986090e+00 8.69071830e-01 -1.62363710e-01 7.59239750e+01 8.09416280e-02 1.61475060e-01 7.12426750e-01 3.84693150e-09 4.21656100e-01 2.43061550e-01 5.78281220e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 7.31016590e-02 8.38953260e-02 4.74686010e-02 5.89069900e-02 3.84693150e+00 9.25355130e-01 1.24066340e+01 1.30425940e+02 9.90245581e+01 8.66654110e-02 1.72641490e+01 1.63227280e+03 6.48161230e-01 6.48161230e-01 1.64953690e+03 1.72641490e+01 1.63227280e+03
30 8.25473300e+02 1.96722790e+00 8.18425340e-01 -1.61782850e-01 7.72020530e+01 8.38593840e-02 1.64338750e-01 7.07305330e-01 7.15082610e-10 4.17510820e-01 2.48843000e-01 5.82428570e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.23758950e-02 3.68474440e-02 2.09197100e-02 2.60248790e-02 7.15082610e-01 1.73779530e-01 1.22240310e+01 1.28458930e+02 9.91729312e+01 3.81939900e-02 1.77881810e+01 1.63186210e+03 6.48161230e-01 6.48161230e-01 1.64965030e+03 1.77881810e+01 1.63186210e+03
14 8.25501930e+02 1.96766410e+00 8.18372600e-01 -1.60223310e-01 7.73575200e+01 8.36791970e-02 1.64712950e-01 6.94384090e-01 7.15394580e-10 4.16158540e-01 2.49037010e-01 5.83781090e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.23316610e-02 3.67601060e-02 2.08572680e-02 2.59682520e-02 7.15394580e-01 1.78406750e-01 1.22034040e+01 1.28534110e+02 9.94307999e+01 3.80799880e-02 1.79254960e+01 1.63178200e+03 6.48161230e-01 6.48161230e-01 1.64970750e+03 1.79254960e+01 1.63178200e+03
81 8.25216710e+02 1.96938240e+00 8.18410070e-01 -1.61394340e-01 7.73185080e+01 8.49417220e-02 1.69937360e-01 6.03457970e-01 7.16624900e-10 4.27429680e-01 2.55523940e-01 5.72509890e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.22148620e-02 3.66365480e-02 2.10614670e-02 2.60478840e-02 7.16624900e-01 2.14355670e-01 1.21301580e+01 1.27713880e+02 9.87464665e+01 3.84528020e-02 1.59463610e+01 1.63319070e+03 6.48161230e-01 6.48161230e-01 1.64913710e+03 1.59463610e+01 1.63319070e+03
4 8.25367980e+02 1.78538160e+00 8.12984610e-01 -1.62660390e-01 7.68755170e+01 8.41760680e-02 1.68921020e-01 5.73664160e-01 5.96185470e-10 4.29354670e-01 2.53741960e-01 5.70584200e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 2.93130200e-02 3.34323220e-02 1.92074030e-02 2.37281900e-02 5.96185470e-01 1.89279260e-01 1.21935360e+01 1.28245450e+02 9.85893527e+01 3.50677600e-02 1.60465540e+01 1.63339310e+03 6.48161230e-01 6.48161230e-01 1.64943960e+03 1.60465540e+01 1.63339310e+03
35 8.25834630e+02 2.11818830e+00 1.00300290e+00 -1.61978090e-01 7.74731330e+01 8.47284020e-02 1.71094570e-01 5.99163840e-01 8.31605730e-10 4.27297820e-01 2.56467840e-01 5.72641990e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.31599490e-02 3.76737010e-02 2.16760020e-02 2.68099820e-02 8.31605730e-01 2.50894060e-01 1.21154220e+01 1.27858020e+02 9.90556139e+01 3.95747850e-02 1.72978330e+01 1.63307510e+03 6.48161230e-01 6.48161230e-01 1.65037290e+03 1.72978330e+01 1.63307510e+03
8 8.25887100e+02 3.38746430e+00 8.79847980e-01 -1.65766850e-01 7.57457450e+01 8.19338970e-02 1.67129910e-01 6.16031490e-01 2.95908240e-09 4.35228310e-01 2.49708670e-01 5.64708720e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 6.33006270e-02 7.27325620e-02 4.17605850e-02 5.14146990e-02 2.95908240e+00 8.63135360e-01 1.23544880e+01 1.29805920e+02 9.83224612e+01 7.62440490e-02 1.63943320e+01 1.63408350e+03 6.48161230e-01 6.48161230e-01 1.65047790e+03 1.63943320e+01 1.63408350e+03
5 8.25630730e+02 3.38840300e+00 8.80092160e-01 -1.66733110e-01 7.82952150e+01 8.74552510e-02 1.75616500e-01 6.25233290e-01 2.96186140e-09 4.30196680e-01 2.63716620e-01 5.69744390e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 6.43084940e-02 7.26776250e-02 4.21795430e-02 5.20816940e-02 2.96186140e+00 8.48191650e-01 1.19916040e+01 1.26221560e+02 9.88254418e+01 7.70089560e-02 1.67823790e+01 1.63318270e+03 6.48161230e-01 6.48161230e-01 1.64996510e+03 1.67823790e+01 1.63318270e+03
3 8.26829830e+02 3.03401150e+00 1.10557370e+00 -1.67838450e-01 7.46276920e+01 7.99812210e-02 1.65736430e-01 6.36707870e-01 2.07804260e-09 4.42358730e-01 2.46362510e-01 5.57576400e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 5.03443660e-02 5.82774950e-02 3.34840650e-02 4.10576920e-02 2.07804260e+00 5.81590110e-01 1.25015870e+01 1.31183590e+02 9.78992855e+01 6.11332600e-02 1.71352970e+01 1.63522810e+03 6.48161230e-01 6.48161230e-01 1.65236330e+03 1.71352970e+01 1.63522810e+03
8 8.26245390e+02 3.80835180e+00 1.19534440e+00 -1.69789130e-01 7.51594730e+01 8.06748670e-02 1.67598190e-01 5.10539220e-01 4.50760830e-09 4.40644870e-01 2.48917920e-01 5.59291180e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 7.33240460e-02 8.45774450e-02 4.86732990e-02 5.97404650e-02 4.50760830e+00 1.62366880e+00 1.24415350e+01 1.30743120e+02 9.82658400e+01 8.88648790e-02 1.65636230e+01 1.63463080e+03 6.48161230e-01 6.48161230e-01 1.65119450e+03 1.65636230e+01 1.63463080e+03
18 8.26261710e+02 3.80759400e+00 1.19527830e+00 -1.69927430e-01 7.50755410e+01 8.03616700e-02 1.67952890e-01 5.32842590e-01 4.50419380e-09 4.41704310e-01 2.48959420e-01 5.58231600e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 7.29950720e-02 8.42450340e-02 4.85131370e-02 5.95081500e-02 4.50419380e+00 1.55165750e+00 1.24507800e+01 1.30957440e+02 9.83170066e+01 8.85724650e-02 1.64319510e+01 1.63479510e+03 6.48161230e-01 6.48161230e-01 1.65122710e+03 1.64319510e+01 1.63479510e+03
7 8.26386750e+02 2.66847100e+00 1.08361120e+00 -1.69267660e-01 7.50836920e+01 7.99707340e-02 1.67932980e-01 5.37617630e-01 1.44179080e-09 4.40879650e-01 2.48548580e-01 5.59056270e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 4.16278070e-02 4.80408550e-02 2.76403510e-02 3.39206020e-02 1.44179080e+00 4.91964190e-01 1.24544850e+01 1.31210230e+02 9.85174850e+01 5.04641470e-02 1.68126450e+01 1.63466450e+03 6.48161230e-01 6.48161230e-01 1.65147720e+03 1.68126450e+01 1.63466450e+03
16 8.26409420e+02 2.52684200e+00 1.09258450e+00 -1.68886340e-01 7.43304510e+01 7.84710920e-02 1.65812690e-01 5.28997430e-01 1.25139250e-09 4.43308500e-01 2.44928650e-01 5.56626120e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.85159500e-02 4.46742460e-02 2.56444650e-02 3.14280280e-02 1.25139250e+00 4.34422400e-01 1.25610370e+01 1.32253080e+02 9.83043108e+01 4.68201730e-02 1.63420500e+01 1.63518050e+03 6.48161230e-01 6.48161230e-01 1.65152250e+03 1.63420500e+01 1.63518050e+03
9 8.26596660e+02 2.24515850e+00 1.15463910e+00 -1.72252770e-01 7.60948470e+01 8.22797670e-02 1.72044340e-01 4.67153340e-01 9.44191230e-10 4.40328530e-01 2.54968970e-01 5.59609080e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.35748690e-02 3.84890060e-02 2.22793610e-02 2.73500760e-02 9.44191230e-01 3.70933220e-01 1.23107940e+01 1.29691830e+02 9.86887996e+01 4.06763630e-02 1.76297880e+01 1.63426720e+03 6.48161230e-01 6.48161230e-01 1.65189700e+03 1.76297880e+01 1.63426720e+03
8 8.26482650e+02 2.47381680e+00 9.71169360e-01 -1.72520160e-01 7.71570270e+01 8.47426540e-02 1.75145470e-01 4.84040040e-01 1.18676570e-09 4.37634700e-01 2.60532990e-01 5.62304610e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.89845430e-02 4.43817790e-02 2.57898210e-02 3.17081120e-02 1.18676570e+00 4.50747310e-01 1.21589280e+01 1.28067080e+02 9.88127515e+01 4.70855550e-02 1.78666930e+01 1.63380230e+03 6.48161230e-01 6.48161230e-01 1.65166900e+03 1.78666930e+01 1.63380230e+03
2 8.26516690e+02 2.47281060e+00 9.71372850e-01 -1.76470540e-01 7.78612950e+01 8.70557240e-02 1.77467200e-01 4.95522530e-01 1.18557210e-09 4.37398730e-01 2.65167790e-01 5.62541680e-01 2.50710830e-01 2.52060000e-01 9.40400000e-01 10 3.93128570e-02 4.45526760e-02 2.60000010e-02 3.19708360e-02 1.18557210e+00 4.40070840e-01 1.20682390e+01 1.26662310e+02 9.86209148e+01 4.74692910e-02 1.82592110e+01 1.63347780e+03 6.48161230e-01 6.48161230e-01 1.65173700e+03 1.82592110e+01 1.63347780e+03
